Rank,School,Games,OverallWins,OverallLosses,WinPct,OverallSRS,OverallSOS,ConferenceWins,ConferenceLosses,HomeWins,HomeLosses,AwayWins,AwayLosses,ForPoints,OppPoints,Minutes,FieldGoalsMade,FieldGoalsAttempted,FieldGoalPCT,ThreePointMade,ThreePointAttempts,ThreePointPct,FreeThrowsMade,FreeThrowsAttempted,FreeThrowPCT,OffensiveRebounds,TotalRebounds,Assists,Steals,Blocks,Turnovers,PersonalFouls,Season
1,Abilene Christian,30,15,15,0.5,-1.54,-3.87,9,9,11,3,3,10,2134,1948,1205,784,1784,0.439,246,761,0.323,320,462,0.693,364,1099,426,235,85,452,499,2022-2023
2,Air Force,31,13,18,0.419,-1.04,1.2,8,10,9,5,4,9,1972,2017,1240,734,1841,0.399,156,508,0.307,348,483,0.72,297,947,371,338,59,419,529,2022-2023
3,Akron,30,17,13,0.567,-3.17,-2.38,8,10,11,5,5,7,2057,1998,1205,724,1686,0.429,185,618,0.299,424,550,0.771,243,1103,470,225,123,466,394,2022-2023
4,Alabama,31,20,11,0.645,21.37,11.72,9,7,11,4,8,4,2170,1871,1240,778,1765,0.441,281,728,0.386,333,461,0.722,334,1095,416,274,126,482,533,2022-2023
5,Alabama A&M,29,14,15,0.483,-16.06,-11.54,12,6,9,2,5,12,1647,1778,1170,573,1623,0.353,125,476,0.263,376,534,0.704,350,1108,276,175,85,502,433,2022-2023
6,Alabama State,31,16,15,0.516,-15.39,-7.89,12,6,10,1,5,13,1963,2177,1260,685,1704,0.402,140,484,0.289,453,630,0.719,347,1066,363,225,107,583,549,2022-2023
7,Albany (NY),34,22,12,0.647,-5.83,-8.98,14,2,11,2,11,8,1976,1869,1365,727,1764,0.412,187,567,0.33,335,462,0.725,339,1190,391,205,97,499,464,2022-2023
8,Alcorn State,29,12,17,0.414,-15.98,-10.21,8,10,8,5,4,12,1859,1926,1165,668,1777,0.376,143,495,0.289,380,618,0.615,363,1065,400,250,120,516,626,2022-2023
9,American,31,9,22,0.29,-14.79,-5.88,7,11,5,9,4,11,1805,2081,1249,687,1719,0.4,119,447,0.266,312,428,0.729,269,994,406,248,51,575,604,2022-2023
10,Appalachian State,31,11,20,0.355,-7.79,-2.69,6,12,8,6,2,13,2081,2140,1250,732,1892,0.387,233,770,0.303,384,582,0.66,356,1120,365,272,62,486,590,2022-2023
11,Arizona,32,22,10,0.688,23.87,14.9,11,7,12,3,7,6,2370,2083,1295,895,2045,0.438,173,521,0.332,407,597,0.682,387,1167,469,339,99,399,599,2022-2023
12,Arizona State,28,8,20,0.286,6.7,15.38,1,15,3,11,4,7,1829,2072,1130,645,1806,0.357,143,501,0.285,396,540,0.733,368,1055,279,195,90,344,500,2022-2023
13,Arkansas,37,24,13,0.649,19.77,13.2,7,9,14,4,6,6,2672,2429,1490,893,2238,0.399,305,1007,0.303,581,861,0.675,375,1408,487,245,161,496,625,2022-2023
14,Arkansas State,32,13,19,0.406,-9.29,-5.74,6,12,7,7,4,11,2222,2287,1295,795,2076,0.383,206,667,0.309,426,571,0.746,426,1264,396,267,76,494,599,2022-2023
15,Arkansas-Pine Bluff,31,14,17,0.452,-13.14,-9.64,10,8,8,4,4,9,1999,2065,1247,712,1781,0.4,110,420,0.262,465,776,0.599,423,1243,397,258,123,600,680,2022-2023
16,Army,30,13,17,0.433,-13.96,-9.2,10,8,6,7,7,10,1827,1941,1210,663,1746,0.38,200,684,0.292,301,452,0.666,362,1081,323,179,68,469,544,2022-2023
17,Auburn,31,16,15,0.516,12.89,12.15,5,11,14,5,1,8,2065,2042,1245,767,1917,0.4,135,445,0.303,396,587,0.675,367,1082,381,308,146,491,610,2022-2023
18,Austin Peay,29,17,12,0.586,-2.45,-4.13,11,6,8,4,8,6,1725,1632,1160,621,1448,0.429,120,364,0.33,363,503,0.722,254,962,317,234,65,495,537,2022-2023
19,Ball State,35,26,9,0.743,9.47,-0.47,14,4,15,1,9,6,2724,2332,1415,991,2113,0.469,290,831,0.349,452,640,0.706,318,1239,578,268,140,458,612,2022-2023
20,Baylor,33,20,13,0.606,23.02,14.78,10,8,11,6,6,4,2368,2096,1335,883,2072,0.426,230,707,0.325,372,542,0.686,401,1284,575,256,102,504,549,2022-2023
21,Bellarmine,31,9,22,0.29,-12.84,-3.05,5,13,7,8,1,13,1879,2115,1245,691,1748,0.395,102,401,0.254,395,583,0.678,388,1243,381,216,141,626,603,2022-2023
22,Belmont,35,23,12,0.657,9.59,5.13,17,3,11,3,9,6,2506,2350,1405,887,2026,0.438,289,845,0.342,443,634,0.699,343,1245,499,199,135,452,587,2022-2023
23,Bethune-Cookman,29,11,18,0.379,-13.82,-9.89,10,8,6,6,4,10,1760,1874,1175,610,1705,0.358,119,421,0.283,421,665,0.633,366,1017,250,289,52,485,519,2022-2023
24,Binghamton,30,13,17,0.433,-13.77,-12.24,6,10,9,5,4,11,1832,1832,1205,697,1778,0.392,147,480,0.306,291,431,0.675,310,1085,381,263,76,452,486,2022-2023
25,Boise State,33,17,16,0.515,-1.09,-0.61,11,7,10,7,5,6,2176,2068,1330,782,1920,0.407,206,599,0.344,406,602,0.674,415,1367,467,152,194,564,570,2022-2023
26,Boston College,33,16,17,0.485,10.94,11.76,5,13,11,7,3,8,2175,2202,1325,811,1958,0.414,149,538,0.277,404,609,0.663,442,1256,478,280,121,658,570,2022-2023
27,Boston University,33,24,9,0.727,0.7,-10.06,17,1,14,3,10,6,2246,1891,1325,839,1853,0.453,214,561,0.381,354,493,0.718,326,1255,510,219,153,499,468,2022-2023
28,Bowling Green State,38,31,7,0.816,11.5,-0.85,14,4,14,3,14,3,2924,2426,1525,1092,2508,0.435,268,813,0.33,472,653,0.723,465,1395,640,437,80,484,656,2022-2023
29,Bradley,32,4,28,0.125,-17.33,0.12,1,19,2,12,2,14,1825,2346,1285,678,1785,0.38,174,537,0.324,295,417,0.707,284,1034,380,192,48,487,504,2022-2023
30,Brigham Young,33,16,17,0.485,6.34,4.9,9,9,7,9,6,6,2102,2032,1325,792,1820,0.435,203,555,0.366,315,433,0.727,342,1250,470,180,121,545,500,2022-2023
31,Brown,26,11,15,0.423,-7.67,-2.67,4,10,6,7,5,8,1649,1718,1040,623,1542,0.404,179,607,0.295,224,389,0.576,257,896,330,270,106,438,386,2022-2023
32,Bryant,30,9,21,0.3,-20.39,-12.89,3,13,5,9,3,12,1848,1909,1210,676,1743,0.388,183,570,0.321,313,431,0.726,364,1100,336,244,100,465,440,2022-2023
33,Bucknell,30,13,17,0.433,-8.86,-6.56,9,9,7,7,6,10,1708,1777,1216,634,1552,0.409,121,419,0.289,319,459,0.695,208,1000,332,120,70,410,392,2022-2023
34,Buffalo,28,12,16,0.429,-4.26,-4.04,7,11,6,7,6,8,1823,1831,1125,675,1542,0.438,156,455,0.343,317,443,0.716,210,932,375,190,48,385,377,2022-2023
35,Butler,30,11,19,0.367,5.11,9.38,6,14,6,9,3,9,1832,1960,1200,664,1580,0.42,227,604,0.376,277,380,0.729,242,944,372,166,47,481,388,2022-2023
36,Cal Poly,28,10,18,0.357,-7.37,0.78,7,12,7,8,3,9,1547,1735,1125,543,1469,0.37,152,496,0.306,309,436,0.709,298,896,309,197,65,461,519,2022-2023
37,Cal State Bakersfield,31,8,23,0.258,-9.97,-0.32,3,17,4,8,2,14,1605,1904,1270,577,1656,0.348,151,565,0.267,300,449,0.668,296,1042,263,245,151,543,617,2022-2023
38,Cal State Fullerton,30,14,16,0.467,-3.07,-1.21,9,11,9,5,5,10,1838,1894,1230,657,1628,0.404,146,423,0.345,378,506,0.747,259,993,360,220,73,441,443,2022-2023
39,Cal State Northridge,31,7,24,0.226,-9.47,-0.38,6,14,3,11,4,12,1813,2095,1246,651,1646,0.396,145,423,0.343,366,497,0.736,316,1063,326,230,74,538,642,2022-2023
40,California,30,13,17,0.433,12.21,13.77,4,14,9,7,3,8,2042,2089,1206,764,1819,0.42,191,562,0.34,323,455,0.71,334,1065,437,165,99,422,526,2022-2023
41,California Baptist,35,22,13,0.629,2.39,-0.33,13,5,10,5,7,5,2593,2498,1435,905,2255,0.401,294,1003,0.293,489,711,0.688,398,1421,601,334,101,534,747,2022-2023
42,Campbell,31,16,15,0.516,-12.33,-14.71,10,8,9,5,6,7,1804,1629,1240,665,1648,0.404,214,697,0.307,260,436,0.596,376,1232,389,196,128,591,479,2022-2023
43,Canisius,30,9,21,0.3,-17.67,-10.84,6,14,6,8,3,12,1799,2004,1216,643,1724,0.373,184,663,0.278,329,445,0.739,335,1034,332,237,62,540,613,2022-2023
44,Central Arkansas,26,8,18,0.308,-17.39,-4.85,3,12,6,6,2,12,1337,1607,1050,506,1383,0.366,69,294,0.235,256,394,0.65,289,906,206,165,56,430,397,2022-2023
45,Central Connecticut State,29,7,22,0.241,-22.85,-15.19,3,13,5,8,2,14,1647,1869,1165,602,1625,0.37,142,512,0.277,301,405,0.743,346,1009,308,220,86,494,506,2022-2023
46,Central Michigan,29,6,23,0.207,-10.93,-1.21,4,14,6,8,0,13,1873,2155,1171,703,1794,0.392,196,633,0.31,271,389,0.697,408,1092,332,215,81,512,556,2022-2023
47,Charleston Southern,30,5,25,0.167,-28.45,-9.79,3,15,4,10,1,14,1601,2107,1205,598,1741,0.343,155,629,0.246,250,358,0.698,344,1082,292,234,88,622,558,2022-2023
48,Charlotte,31,12,19,0.387,-3.21,3.04,7,13,8,6,2,11,1921,2115,1260,710,1730,0.41,119,398,0.299,382,515,0.742,317,1114,341,196,94,505,553,2022-2023
49,Chattanooga,33,20,13,0.606,-1.86,-4.8,9,5,8,5,9,8,1941,1809,1335,692,1687,0.41,183,578,0.317,374,496,0.754,240,1071,356,190,80,466,472,2022-2023
50,Chicago State,28,6,22,0.214,-31.92,-7.92,NA,NA,4,8,2,14,1695,2240,1120,623,1717,0.363,125,424,0.295,324,477,0.679,299,1031,314,189,62,561,594,2022-2023
51,Cincinnati,30,9,21,0.3,-1.54,2.63,2,14,3,10,5,9,1794,1919,1215,644,1736,0.371,134,436,0.307,372,540,0.689,407,1103,356,232,142,531,584,2022-2023
52,Clemson,35,19,16,0.543,15.24,11.7,7,11,13,6,4,7,2322,2198,1410,880,2099,0.419,214,692,0.309,348,509,0.684,416,1315,496,324,121,598,598,2022-2023
53,Cleveland State,35,30,5,0.857,10.47,-5.62,17,3,15,1,11,4,2592,2029,1410,887,2083,0.426,219,634,0.345,599,832,0.72,467,1461,452,315,138,524,550,2022-2023
54,Coastal Carolina,30,14,16,0.467,-5.62,-3.23,9,9,11,3,3,12,2100,2042,1200,717,1739,0.412,208,624,0.333,458,609,0.752,351,1099,414,258,64,523,529,2022-2023
55,Colgate,30,16,14,0.533,-8.42,-10.42,10,8,8,7,8,7,1753,1638,1220,683,1714,0.398,99,389,0.254,288,390,0.738,303,1012,377,201,69,385,442,2022-2023
56,College of Charleston,29,11,18,0.379,-12.55,-6.93,6,12,7,7,4,10,1913,1960,1170,686,1904,0.36,196,648,0.302,345,508,0.679,438,1097,280,254,64,402,467,2022-2023
57,Colorado,34,25,9,0.735,24.4,14.51,12,5,12,2,10,5,2353,2017,1385,877,2020,0.434,202,580,0.348,397,575,0.69,414,1294,516,325,86,518,616,2022-2023
58,Colorado State,32,20,12,0.625,8.18,1.41,12,6,14,2,4,8,2314,2053,1300,851,1905,0.447,259,694,0.373,353,446,0.791,171,1052,444,200,135,277,490,2022-2023
59,Columbia,34,28,6,0.824,17.13,2.27,12,2,13,2,14,3,2658,2153,1375,956,2185,0.438,301,877,0.343,445,668,0.666,503,1466,636,292,131,536,570,2022-2023
60,Connecticut,37,31,6,0.838,34.04,16.96,18,2,15,2,10,3,2808,2176,1480,1065,2154,0.494,224,627,0.357,454,610,0.744,405,1521,695,256,151,608,521,2022-2023
61,Coppin State,30,8,22,0.267,-15.04,-10.37,5,9,5,5,3,16,1657,1797,1216,564,1721,0.328,181,699,0.259,348,529,0.658,366,1172,281,203,82,517,480,2022-2023
62,Cornell,27,10,17,0.37,-8.59,-2.09,3,11,6,7,4,10,1582,1707,1090,591,1585,0.373,100,447,0.224,300,433,0.693,341,945,353,252,33,488,474,2022-2023
63,Creighton,31,22,9,0.71,23.09,13.96,15,5,9,4,12,3,2200,1917,1245,820,1839,0.446,290,804,0.361,270,360,0.75,285,1091,532,199,83,362,484,2022-2023
64,Dartmouth,28,2,26,0.071,-14.64,0.96,0,14,1,13,1,12,1504,1941,1120,543,1558,0.349,174,564,0.309,244,371,0.658,304,948,276,207,48,519,489,2022-2023
65,Davidson,30,14,16,0.467,-0.69,0.58,6,8,6,4,6,9,1870,1908,1205,707,1654,0.427,186,582,0.32,270,369,0.732,299,946,344,183,84,449,510,2022-2023
66,Dayton,28,7,21,0.25,-4.39,2.02,5,10,3,10,3,8,1826,1963,1135,682,1675,0.407,165,487,0.339,297,411,0.723,384,1155,354,152,62,509,480,2022-2023
67,Delaware,30,16,14,0.533,-4.3,-5.56,9,9,7,7,8,5,1979,1941,1205,715,1750,0.409,182,555,0.328,367,514,0.714,361,1211,388,237,110,568,580,2022-2023
68,Delaware State,26,7,19,0.269,-22.53,-8.87,5,9,4,7,3,11,1271,1529,1040,453,1327,0.341,108,383,0.282,257,397,0.647,271,877,214,178,33,476,303,2022-2023
69,Denver,30,12,18,0.4,-10.43,-4.77,8,10,7,8,5,9,1968,2102,1205,661,1701,0.389,253,824,0.307,393,578,0.68,328,1072,378,151,128,452,509,2022-2023
70,DePaul,33,16,17,0.485,15.45,11.12,8,12,8,7,5,8,2528,2385,1325,944,2258,0.418,250,796,0.314,390,555,0.703,504,1360,546,293,99,462,488,2022-2023
71,Detroit Mercy,30,5,25,0.167,-19.68,-2.96,3,17,4,10,1,15,1683,2161,1205,636,1680,0.379,97,445,0.218,314,461,0.681,343,1161,305,148,89,594,486,2022-2023
72,Drake,32,22,10,0.688,16.08,2.95,14,6,12,2,6,6,2533,2113,1290,915,1902,0.481,251,742,0.338,452,624,0.724,350,1367,666,253,184,560,481,2022-2023
73,Drexel,31,21,10,0.677,0.09,-7.3,13,5,12,2,9,7,2078,1849,1250,790,1756,0.45,152,464,0.328,346,453,0.764,300,972,522,246,70,376,488,2022-2023
74,Duke,33,26,7,0.788,27.82,15.24,14,4,14,2,10,3,2099,1684,1325,796,1911,0.417,158,505,0.313,349,489,0.714,397,1254,456,295,173,507,550,2022-2023
75,Duquesne,31,19,12,0.613,1.06,-2.04,8,8,14,3,4,8,2119,1979,1240,766,1861,0.412,250,753,0.332,337,509,0.662,339,1257,446,180,134,420,456,2022-2023
76,East Carolina,33,23,10,0.697,7.95,2.01,11,5,13,3,6,7,2067,1871,1345,748,2008,0.373,110,476,0.231,461,730,0.632,498,1230,436,428,136,555,612,2022-2023
77,East Tennessee State,35,25,10,0.714,-2.1,-7.76,9,5,10,4,9,3,2253,1950,1410,830,2040,0.407,228,703,0.324,365,505,0.723,470,1341,367,250,111,474,535,2022-2023
78,East Texas A&M,33,14,19,0.424,-11.08,-6.08,10,8,8,4,4,12,2164,2279,1325,769,1929,0.399,123,475,0.259,503,746,0.674,428,1279,402,276,105,558,509,2022-2023
79,Eastern Illinois,29,21,8,0.724,-5.1,-11.77,13,4,12,3,9,4,1974,1776,1165,738,1701,0.434,140,500,0.28,358,491,0.729,324,1114,435,215,83,446,454,2022-2023
80,Eastern Kentucky,32,18,14,0.563,-4.84,-7.32,11,7,12,3,5,10,2444,2225,1280,873,2071,0.422,255,761,0.335,443,580,0.764,379,1196,514,292,89,474,542,2022-2023
81,Eastern Michigan,30,15,15,0.5,-6.49,-3.97,7,11,9,7,5,6,1910,1968,1210,711,1726,0.412,154,558,0.276,334,481,0.694,322,1124,360,231,126,521,473,2022-2023
82,Eastern Washington,30,19,11,0.633,1.9,-1.5,11,7,11,4,7,6,2086,1906,1205,763,1851,0.412,206,614,0.336,354,472,0.75,307,1079,438,269,80,370,472,2022-2023
83,Elon,30,9,21,0.3,-11.17,-5.51,5,13,6,7,3,12,1742,1912,1205,669,1664,0.402,126,444,0.284,278,413,0.673,349,1072,325,220,78,560,513,2022-2023
84,Evansville,30,11,19,0.367,-11.77,-1.37,6,14,6,8,5,10,1884,2196,1206,618,1646,0.375,157,522,0.301,491,689,0.713,310,1039,345,169,87,506,531,2022-2023
85,Fairfield,30,15,15,0.5,-9.58,-9.38,11,9,8,5,7,9,1797,1803,1235,663,1751,0.379,176,576,0.306,295,467,0.632,361,1101,385,254,36,556,498,2022-2023
86,FDU,32,24,8,0.75,-1.1,-12.97,14,2,12,3,10,4,2083,1703,1280,758,1821,0.416,230,670,0.343,337,473,0.712,377,1196,455,212,48,454,529,2022-2023
87,Florida,34,19,15,0.559,10.89,10.36,5,11,11,5,6,8,2343,2325,1370,820,2058,0.398,215,663,0.324,488,677,0.721,423,1304,441,280,120,567,630,2022-2023
88,Florida A&M,29,6,23,0.207,-19.71,-7.21,4,14,5,7,1,16,1712,2060,1177,643,1692,0.38,130,479,0.271,296,472,0.627,350,1015,339,290,100,593,573,2022-2023
89,Florida Atlantic,30,12,18,0.4,-5.22,0.14,5,15,9,6,3,11,1945,2008,1205,689,1716,0.402,140,508,0.276,427,613,0.697,375,1157,316,252,71,538,524,2022-2023
90,Florida Gulf Coast,37,33,4,0.892,17.39,-1.47,17,1,17,1,13,2,2863,2093,1486,1042,2187,0.476,425,1134,0.375,354,497,0.712,295,1225,650,328,89,456,542,2022-2023
91,Florida International,33,14,19,0.424,-4.63,-0.04,7,13,10,8,2,9,2271,2360,1320,795,2001,0.397,198,650,0.305,483,654,0.739,480,1259,387,308,71,645,694,2022-2023
92,Florida State,33,23,10,0.697,25.06,12.7,12,6,14,1,7,5,2617,2209,1330,927,2191,0.423,232,713,0.325,531,720,0.738,413,1421,462,264,182,447,562,2022-2023
93,Fordham,32,19,13,0.594,7.1,0.88,10,6,12,4,6,7,2315,2091,1290,896,2139,0.419,243,734,0.331,280,356,0.787,344,1197,499,286,85,441,496,2022-2023
94,Fresno State,32,10,22,0.313,-4.64,-0.14,3,15,8,9,1,11,1885,1960,1295,663,1701,0.39,163,552,0.295,396,530,0.747,316,1043,285,218,74,477,482,2022-2023
95,Furman,30,11,19,0.367,-14.84,-7.58,3,11,8,7,3,11,1898,1916,1215,662,1781,0.372,162,550,0.295,412,568,0.725,500,1260,366,193,61,548,468,2022-2023
96,Gardner-Webb,34,29,5,0.853,-1.21,-11.3,18,0,13,0,12,4,2617,2274,1367,936,2147,0.436,254,745,0.341,491,700,0.701,469,1235,404,330,112,522,665,2022-2023
97,George Mason,31,16,15,0.516,-1.55,-0.22,8,8,11,4,4,7,1876,1917,1245,673,1799,0.374,147,552,0.266,383,604,0.634,430,1244,330,203,108,489,505,2022-2023
98,George Washington,31,18,13,0.581,-0.68,-1.25,9,7,11,3,5,8,1997,1932,1240,730,1911,0.382,253,762,0.332,284,410,0.693,431,1207,346,213,70,422,510,2022-2023
99,Georgetown,31,14,17,0.452,6.15,10.28,6,14,8,6,4,9,1833,1926,1240,704,1829,0.385,142,514,0.276,283,450,0.629,344,1101,362,267,124,456,540,2022-2023
100,Georgia,34,22,12,0.647,22.23,13.91,9,7,13,3,4,6,2280,1997,1365,862,1979,0.436,119,392,0.304,437,618,0.707,435,1250,510,356,105,560,582,2022-2023
101,Georgia Southern,31,21,10,0.677,-5.03,-7.81,12,6,10,4,10,3,2450,2191,1261,886,2080,0.426,209,634,0.33,469,698,0.672,494,1437,469,287,92,531,600,2022-2023
102,Georgia State,33,12,21,0.364,-8.42,-4.23,5,13,8,7,1,13,2024,2025,1325,732,1790,0.409,112,423,0.265,448,625,0.717,369,1232,384,223,109,552,512,2022-2023
103,Georgia Tech,30,13,17,0.433,12.61,14.11,4,14,8,6,3,9,1828,1873,1210,666,1762,0.378,129,466,0.277,367,490,0.749,374,1104,362,207,71,452,483,2022-2023
104,Gonzaga,33,28,5,0.848,17.16,5.43,17,1,15,0,10,2,2364,1977,1325,856,1912,0.448,256,632,0.405,396,501,0.79,407,1218,474,257,97,473,516,2022-2023
105,Grambling,30,10,20,0.333,-13.04,-6.61,9,9,4,6,6,11,1683,1876,1212,617,1709,0.361,120,483,0.248,329,482,0.683,333,1011,243,247,65,473,547,2022-2023
106,Grand Canyon,31,21,10,0.677,1.26,-4.43,12,6,13,4,7,5,2220,1941,1260,822,1895,0.434,174,593,0.293,402,598,0.672,403,1145,412,392,63,523,582,2022-2023
107,Green Bay,34,28,6,0.824,9.21,-4.32,18,2,15,2,11,2,2310,1850,1360,857,2015,0.425,236,724,0.326,360,454,0.793,365,1318,523,218,86,404,464,2022-2023
108,Hampton,30,12,18,0.4,-10.67,-4.6,8,10,6,7,5,11,1855,1947,1210,671,1791,0.375,112,418,0.268,401,574,0.699,330,918,353,357,71,468,577,2022-2023
109,Hartford,28,2,26,0.071,-41.21,-13.87,NA,NA,1,7,1,17,1317,1965,1120,478,1643,0.291,141,636,0.222,220,343,0.641,276,889,242,189,70,452,457,2022-2023
110,Harvard,32,20,12,0.625,11.12,3.78,9,5,12,3,7,6,2288,2053,1293,861,1923,0.448,239,652,0.367,327,454,0.72,352,1124,468,265,82,479,564,2022-2023
111,Hawaii,33,18,15,0.545,1.42,1.15,13,7,7,9,8,6,1989,1980,1345,693,1756,0.395,218,739,0.295,385,539,0.714,317,1139,387,230,76,508,558,2022-2023
112,High Point,32,17,15,0.531,-8.99,-10.69,13,5,8,6,7,6,2068,1954,1285,758,1764,0.43,249,775,0.321,303,445,0.681,226,991,476,239,84,454,498,2022-2023
113,Hofstra,32,12,20,0.375,-14.24,-8.46,4,14,7,7,3,12,1861,2016,1290,683,1751,0.39,176,552,0.319,319,448,0.712,358,1147,390,223,65,628,606,2022-2023
114,Holy Cross,33,24,9,0.727,-3.52,-9.05,13,5,11,4,13,5,2038,1845,1330,761,1799,0.423,163,514,0.317,353,473,0.746,323,1187,446,211,103,494,466,2022-2023
115,Houston,31,15,16,0.484,12.36,7.07,10,5,9,5,4,8,2008,1844,1280,744,2025,0.367,158,576,0.274,362,529,0.684,453,1172,359,419,132,529,667,2022-2023
116,Houston Christian,29,11,18,0.379,-15.99,-5.76,6,12,7,6,3,12,1701,1829,1160,601,1598,0.376,171,548,0.312,328,457,0.718,289,990,347,206,133,463,467,2022-2023
