Rank,School,Games,OverallWins,OverallLosses,WinPct,OverallSRS,OverallSOS,ConferenceWins,ConferenceLosses,HomeWins,HomeLosses,AwayWins,AwayLosses,ForPoints,OppPoints,Minutes,FieldGoalsMade,FieldGoalsAttempted,FieldGoalPCT,ThreePointMade,ThreePointAttempts,ThreePointPct,FreeThrowsMade,FreeThrowsAttempted,FreeThrowPCT,OffensiveRebounds,TotalRebounds,Assists,Steals,Blocks,Turnovers,PersonalFouls,Season
1,Abilene Christian,31,13,18,0.419,-13.93,-7.53,8,10,10,5,2,12,2209,2272,1250,771,1704,0.452,209,570,0.367,458,653,0.701,269,991,422,233,78,418,681,2015-2016
2,Air Force,32,14,18,0.438,-5.51,0.66,5,13,12,5,2,13,2189,2330,1300,752,1758,0.428,202,596,0.339,483,707,0.683,285,1107,420,196,58,423,617,2015-2016
3,Akron,35,26,9,0.743,5.55,-1.24,13,5,15,0,6,8,2682,2381,1405,911,2111,0.432,409,1069,0.383,451,659,0.684,373,1310,507,190,137,381,618,2015-2016
4,Alabama,33,18,15,0.545,7.14,8.62,8,10,10,4,5,8,2193,2242,1330,738,1750,0.422,259,763,0.339,458,712,0.643,327,1141,347,192,175,438,631,2015-2016
5,Alabama A&M,29,11,18,0.379,-13.47,-10.75,6,12,6,5,4,12,1974,2042,1175,681,1632,0.417,175,599,0.292,439,642,0.684,330,1000,366,163,61,340,561,2015-2016
6,Alabama State,31,14,17,0.452,-13.11,-9.35,9,9,8,3,5,12,2217,2308,1260,788,1918,0.411,215,647,0.332,426,623,0.684,391,1153,372,181,107,371,646,2015-2016
7,Albany (NY),33,24,9,0.727,0.93,-7.57,13,3,14,1,10,8,2495,2180,1335,848,1850,0.458,188,587,0.32,611,814,0.751,387,1276,410,216,52,413,581,2015-2016
8,Alcorn State,30,15,15,0.5,-16.01,-9.94,13,5,9,2,6,9,2014,2164,1225,691,1692,0.408,174,566,0.307,458,676,0.678,384,1072,272,134,111,429,548,2015-2016
9,American,31,12,19,0.387,-14.18,-6.08,9,9,5,7,7,12,1785,2036,1250,631,1487,0.424,195,572,0.341,328,471,0.696,218,874,348,176,69,428,566,2015-2016
10,Appalachian State,31,9,22,0.29,-7.91,-1.1,7,13,6,7,2,12,2187,2398,1240,719,1795,0.401,256,720,0.356,493,701,0.703,393,1142,357,127,103,462,666,2015-2016
11,Arizona,34,25,9,0.735,18.79,7.23,12,6,17,1,5,5,2735,2342,1390,946,1970,0.48,221,580,0.381,622,863,0.721,394,1368,485,164,161,442,621,2015-2016
12,Arizona State,32,15,17,0.469,8.28,8.96,5,13,11,6,3,9,2345,2367,1290,796,1919,0.415,254,757,0.336,499,726,0.687,394,1177,405,170,86,384,649,2015-2016
13,Arkansas,32,16,16,0.5,10.23,6.76,9,9,13,4,3,8,2501,2390,1305,883,1992,0.443,216,544,0.397,519,748,0.694,374,1187,518,233,165,357,687,2015-2016
14,Arkansas State,31,11,20,0.355,-7.48,-2.37,7,13,9,6,2,14,2282,2353,1260,770,1855,0.415,180,570,0.316,562,766,0.734,334,1243,381,157,136,398,613,2015-2016
15,Arkansas-Pine Bluff,33,8,25,0.242,-19.31,-5.52,6,12,3,6,4,17,1867,2322,1325,674,1722,0.391,202,666,0.303,317,519,0.611,322,1004,317,235,123,516,723,2015-2016
16,Army,33,19,14,0.576,-7.32,-8.13,9,9,7,8,11,6,2539,2474,1350,895,2084,0.429,294,877,0.335,455,656,0.694,408,1338,501,163,123,448,628,2015-2016
17,Auburn,31,11,20,0.355,0.15,7.54,5,13,8,7,2,11,2192,2421,1245,724,1820,0.398,272,799,0.34,472,746,0.633,346,1134,352,166,126,428,658,2015-2016
18,Austin Peay,36,18,18,0.5,-6.04,-2.98,7,9,7,7,7,9,2740,2765,1460,945,2049,0.461,223,645,0.346,627,936,0.67,422,1326,479,250,101,502,633,2015-2016
19,Ball State,35,21,14,0.6,0.11,-2.98,10,8,13,6,6,8,2479,2338,1430,855,1919,0.446,305,818,0.373,464,670,0.693,330,1275,512,191,126,465,665,2015-2016
20,Baylor,34,22,12,0.647,16.13,9.76,10,8,15,5,6,5,2621,2366,1375,933,2003,0.466,210,572,0.367,545,752,0.725,467,1267,603,269,135,432,660,2015-2016
21,Belmont,32,20,12,0.625,1.19,-2.1,12,4,11,1,8,10,2638,2510,1285,914,1849,0.494,338,931,0.363,472,650,0.726,271,1105,544,145,81,450,639,2015-2016
22,Bethune-Cookman,32,14,18,0.438,-14.35,-9.18,10,6,9,2,5,13,2258,2330,1295,799,1932,0.414,249,787,0.316,411,597,0.688,407,1186,371,197,191,415,601,2015-2016
23,Binghamton,30,8,22,0.267,-14.08,-6.35,5,11,5,9,3,13,1827,2059,1205,629,1614,0.39,171,599,0.285,398,584,0.682,273,1023,333,161,68,419,558,2015-2016
24,Boise State,32,20,12,0.625,7.23,3.13,11,7,14,2,5,7,2480,2246,1290,842,1859,0.453,261,788,0.331,535,755,0.709,315,1110,430,209,64,372,622,2015-2016
25,Boston College,32,7,25,0.219,-1.61,7.67,0,18,6,11,0,10,1959,2256,1285,717,1751,0.409,231,713,0.324,294,452,0.65,243,993,410,181,93,431,579,2015-2016
26,Boston University,34,19,15,0.559,-6.79,-6.37,11,7,9,6,10,9,2483,2464,1375,859,1893,0.454,272,748,0.364,493,688,0.717,311,1216,456,204,129,468,641,2015-2016
27,Bowling Green State,34,16,18,0.471,-5.88,-1.85,5,13,7,8,7,8,2400,2457,1360,849,1913,0.444,203,563,0.361,499,761,0.656,345,1238,398,209,113,430,655,2015-2016
28,Bradley,32,5,27,0.156,-10.91,3.7,3,15,4,11,1,12,1793,2238,1290,606,1596,0.38,165,590,0.28,416,628,0.662,276,1083,292,142,87,548,744,2015-2016
29,Brigham Young,37,26,11,0.703,12.36,2.36,13,5,17,2,6,6,3093,2692,1485,1096,2369,0.463,330,863,0.382,571,827,0.69,441,1514,611,256,161,434,690,2015-2016
30,Brown,28,8,20,0.286,-8.05,-2.82,3,11,7,6,1,13,2040,2155,1140,697,1625,0.429,225,639,0.352,421,600,0.702,272,1019,414,150,114,376,543,2015-2016
31,Bryant,31,8,23,0.258,-18.58,-6.71,5,13,4,10,4,13,2018,2361,1250,755,1798,0.42,198,615,0.322,310,482,0.643,300,1048,415,176,83,420,591,2015-2016
32,Bucknell,31,17,14,0.548,-2.09,-5.89,14,4,8,7,9,7,2448,2288,1265,831,1788,0.465,233,639,0.365,553,774,0.714,317,1137,489,204,100,423,657,2015-2016
33,Buffalo,35,20,15,0.571,1.34,0.9,10,8,10,5,5,9,2709,2634,1410,915,2096,0.437,263,776,0.339,616,867,0.71,425,1363,441,240,124,475,748,2015-2016
34,Butler,33,22,11,0.667,16.46,7.55,10,8,13,3,5,5,2638,2344,1325,918,1969,0.466,236,601,0.393,566,774,0.731,366,1188,468,227,107,335,646,2015-2016
35,Cal Poly,30,10,20,0.333,-3.49,0.9,4,12,5,7,3,12,2171,2255,1220,755,1812,0.417,238,681,0.349,423,626,0.676,351,1095,425,163,96,308,602,2015-2016
36,Cal State Bakersfield,33,24,9,0.727,2.58,-5.15,11,3,14,1,7,7,2405,2104,1330,875,1939,0.451,179,524,0.342,476,726,0.656,414,1263,516,263,165,405,707,2015-2016
37,Cal State Fullerton,30,10,20,0.333,-7.12,-0.76,3,13,5,8,5,9,2104,2227,1205,698,1703,0.41,193,582,0.332,515,743,0.693,335,1116,304,147,48,393,610,2015-2016
38,Cal State Northridge,30,10,20,0.333,-6.85,-0.85,5,11,5,7,4,12,2143,2261,1225,745,1723,0.432,126,425,0.296,527,735,0.717,303,1086,423,203,96,420,604,2015-2016
39,California,34,23,11,0.676,15.39,7.87,12,6,18,0,4,7,2545,2289,1375,890,1931,0.461,236,651,0.363,529,806,0.656,386,1349,430,139,159,419,706,2015-2016
40,Campbell,30,12,18,0.4,-11.07,-6.67,5,13,7,9,5,8,2207,2203,1205,744,1671,0.445,224,675,0.332,495,690,0.717,242,967,345,214,72,353,582,2015-2016
41,Canisius,33,14,19,0.424,-5.62,-3.77,8,12,7,7,4,11,2526,2587,1355,845,2014,0.42,285,836,0.341,551,744,0.741,393,1116,466,199,88,370,640,2015-2016
42,Central Arkansas,28,7,21,0.25,-15.17,-6.81,6,12,4,6,2,14,2110,2344,1120,734,1656,0.443,185,497,0.372,457,694,0.659,331,1044,370,152,104,407,575,2015-2016
43,Central Connecticut State,29,4,25,0.138,-22.35,-9.24,3,15,3,11,1,14,1888,2268,1175,682,1704,0.4,164,480,0.342,360,530,0.679,335,1046,341,127,107,402,505,2015-2016
44,Central Florida,30,12,18,0.4,0.18,3.01,6,12,8,8,4,9,2062,2147,1210,715,1663,0.43,207,650,0.318,425,619,0.687,329,1166,379,137,139,440,467,2015-2016
45,Central Michigan,33,17,16,0.515,-0.67,-1.3,10,8,13,4,4,8,2495,2401,1325,867,1964,0.441,324,917,0.353,437,608,0.719,325,1152,441,155,90,303,608,2015-2016
46,Charleston Southern,30,9,21,0.3,-10.92,-2.59,5,13,6,8,3,12,2146,2253,1210,774,1808,0.428,280,810,0.346,318,512,0.621,308,1053,379,153,63,378,576,2015-2016
47,Charlotte,33,14,19,0.424,-3.14,-1.72,9,9,8,7,5,8,2584,2631,1340,920,2066,0.445,266,696,0.382,478,685,0.698,374,1196,481,204,73,396,588,2015-2016
48,Chattanooga,35,29,6,0.829,3.24,-3.46,15,3,13,1,10,4,2652,2364,1410,897,1963,0.457,262,729,0.359,596,811,0.735,381,1241,504,272,165,437,596,2015-2016
49,Chicago State,32,4,28,0.125,-17.52,-1.38,0,14,4,9,0,15,2140,2478,1280,764,1995,0.383,228,750,0.304,384,573,0.67,414,1172,375,246,98,458,697,2015-2016
50,Cincinnati,33,22,11,0.667,15.19,5.25,12,6,14,3,6,6,2418,2090,1355,851,1980,0.43,252,725,0.348,464,658,0.705,441,1291,508,257,192,363,513,2015-2016
51,Clemson,31,17,14,0.548,12.03,6.87,10,8,13,4,3,8,2159,1999,1250,753,1725,0.437,238,678,0.351,415,574,0.723,320,1076,411,179,162,315,511,2015-2016
52,Cleveland State,32,9,23,0.281,-9.17,0.09,4,14,5,9,3,10,1947,2169,1285,704,1746,0.403,174,537,0.324,365,538,0.678,338,1061,327,196,87,459,670,2015-2016
53,Coastal Carolina,33,21,12,0.636,-1.85,-4.22,12,6,14,4,7,5,2410,2196,1325,854,1909,0.447,244,716,0.341,458,689,0.665,377,1299,396,195,113,406,568,2015-2016
54,Colgate,30,13,17,0.433,-8.61,-6.06,9,9,8,4,5,13,2093,2145,1220,747,1673,0.447,267,718,0.372,332,488,0.68,280,951,398,184,72,365,583,2015-2016
55,College of Charleston,31,17,14,0.548,2.37,0.04,8,10,10,5,6,8,2028,1921,1250,722,1718,0.42,206,595,0.346,378,567,0.667,335,1090,361,222,75,393,620,2015-2016
56,Colorado,34,22,12,0.647,12.04,7.64,10,8,16,1,4,7,2576,2407,1370,865,2029,0.426,252,647,0.389,594,808,0.735,446,1434,461,177,167,454,638,2015-2016
57,Colorado State,34,18,16,0.529,2.31,1.53,8,10,12,5,3,8,2700,2626,1400,878,2067,0.425,326,896,0.364,618,861,0.718,442,1359,455,131,77,395,657,2015-2016
58,Columbia,35,25,10,0.714,3.45,-2.55,10,4,18,4,7,6,2670,2399,1415,899,1986,0.453,336,893,0.376,536,745,0.719,366,1240,518,220,121,379,649,2015-2016
59,Connecticut,36,25,11,0.694,15.89,6.28,11,7,14,3,6,4,2631,2285,1460,944,2078,0.454,255,699,0.365,488,615,0.793,338,1300,489,210,182,385,657,2015-2016
60,Coppin State,31,9,22,0.29,-15.75,-6.06,6,10,5,7,3,14,2240,2497,1280,741,1933,0.383,238,715,0.333,520,737,0.706,406,1144,348,174,91,408,666,2015-2016
61,Cornell,28,10,18,0.357,-9.55,-1.04,3,11,5,8,5,10,1992,2193,1130,703,1674,0.42,233,682,0.342,353,542,0.651,244,910,302,217,107,372,563,2015-2016
62,Creighton,35,20,15,0.571,13.69,6.44,9,9,14,5,4,9,2787,2533,1400,979,2081,0.47,283,804,0.352,546,780,0.7,334,1299,537,211,108,406,661,2015-2016
63,Dartmouth,28,10,18,0.357,-5.58,-3.29,4,10,8,6,2,12,1992,1989,1130,700,1606,0.436,156,458,0.341,436,603,0.723,335,1005,367,192,48,401,569,2015-2016
64,Davidson,33,20,13,0.606,5.74,5.14,10,8,15,1,3,10,2608,2576,1325,894,2022,0.442,317,892,0.355,503,661,0.761,312,1154,497,154,102,335,567,2015-2016
65,Dayton,33,25,8,0.758,11.34,4.76,14,4,14,3,8,2,2393,2176,1335,836,1836,0.455,221,643,0.344,500,749,0.668,327,1265,480,196,145,427,626,2015-2016
66,Delaware,30,7,23,0.233,-8.62,0.85,2,16,5,7,2,15,1986,2270,1205,669,1663,0.402,168,517,0.325,480,701,0.685,330,1132,319,108,87,360,535,2015-2016
67,Delaware State,32,7,25,0.219,-20.88,-6.85,5,11,6,7,1,17,1980,2336,1290,710,1815,0.391,230,698,0.33,330,536,0.616,340,1064,367,173,93,446,635,2015-2016
68,Denver,31,16,15,0.516,-3.34,-3.24,7,9,8,7,6,6,2021,2024,1240,689,1449,0.476,235,613,0.383,408,530,0.77,168,781,443,198,71,404,593,2015-2016
69,DePaul,31,9,22,0.29,0.83,8.34,3,15,5,9,3,10,2092,2325,1245,752,1691,0.445,168,490,0.343,420,618,0.68,317,1059,366,150,95,458,687,2015-2016
70,Detroit Mercy,31,16,15,0.516,-2.44,-0.82,9,9,11,4,4,10,2595,2567,1245,898,1929,0.466,244,651,0.375,555,795,0.698,373,1169,409,213,133,422,706,2015-2016
71,Drake,31,7,24,0.226,-5.15,0.92,2,16,5,9,0,12,2093,2230,1255,736,1639,0.449,215,559,0.385,406,562,0.722,253,1043,378,116,65,421,559,2015-2016
72,Drexel,31,6,25,0.194,-5.42,1.88,3,15,3,9,2,12,1958,2183,1245,677,1721,0.393,170,517,0.329,434,634,0.685,324,1022,384,141,108,345,676,2015-2016
73,Duke,36,25,11,0.694,19.23,10.59,11,7,15,3,5,4,2920,2609,1450,983,2136,0.46,328,851,0.385,626,866,0.723,426,1296,478,226,154,354,603,2015-2016
74,Duquesne,34,17,17,0.5,1.41,1.35,6,12,10,6,4,8,2704,2677,1370,950,2056,0.462,322,883,0.365,482,698,0.691,347,1332,531,159,128,473,689,2015-2016
75,East Carolina,32,12,20,0.375,-0.38,3.22,4,14,8,8,3,10,2186,2301,1305,761,1790,0.425,232,683,0.34,432,620,0.697,320,1093,486,183,64,424,536,2015-2016
76,East Tennessee State,36,24,12,0.667,-1.49,-2.29,14,4,13,2,8,8,2813,2687,1455,984,2135,0.461,295,779,0.379,550,774,0.711,376,1300,447,240,136,462,724,2015-2016
77,Eastern Illinois,30,13,17,0.433,-8.35,-3.52,9,7,9,5,4,9,2145,2213,1220,764,1737,0.44,232,664,0.349,385,587,0.656,299,1002,417,177,68,364,583,2015-2016
78,Eastern Kentucky,31,15,16,0.484,-3.53,-3.86,6,10,10,6,5,10,2497,2453,1240,864,1760,0.491,258,653,0.395,511,700,0.73,274,1004,495,218,95,457,665,2015-2016
79,Eastern Michigan,33,18,15,0.545,-0.14,1.24,9,9,14,3,4,11,2553,2460,1330,875,1961,0.446,187,602,0.311,616,854,0.721,387,1194,379,312,122,425,674,2015-2016
80,Eastern Washington,34,18,16,0.529,-4.47,-6.03,10,8,11,2,5,12,2769,2617,1360,961,1989,0.483,356,924,0.385,491,719,0.683,319,1133,449,202,129,381,658,2015-2016
81,Elon,32,16,16,0.5,-0.67,0.66,7,11,8,8,8,7,2429,2413,1285,865,1942,0.445,303,885,0.342,396,599,0.661,335,1185,488,176,72,411,607,2015-2016
82,Evansville,34,25,9,0.735,8.1,-0.39,12,6,13,3,8,4,2526,2221,1370,879,1795,0.49,158,448,0.353,610,843,0.724,260,1202,595,178,147,426,601,2015-2016
83,Fairfield,33,19,14,0.576,-3.84,-3.14,12,8,11,5,7,7,2522,2545,1345,875,1991,0.439,293,827,0.354,479,650,0.737,298,1146,503,213,135,427,633,2015-2016
84,Fairleigh Dickinson,33,18,15,0.545,-10.9,-8.31,11,7,9,6,9,8,2558,2600,1335,929,2029,0.458,238,657,0.362,462,663,0.697,348,1108,472,250,87,423,720,2015-2016
85,Florida,36,21,15,0.583,14.69,9.19,9,9,12,4,6,9,2677,2479,1445,930,2186,0.425,258,810,0.319,559,863,0.648,470,1436,480,235,152,405,700,2015-2016
86,Florida A&M,29,8,21,0.276,-21.74,-10.67,4,12,6,6,1,14,1863,2128,1190,644,1606,0.401,168,555,0.303,407,691,0.589,293,1010,319,192,65,466,566,2015-2016
87,Florida Atlantic,33,8,25,0.242,-10.3,-1.72,5,13,5,7,2,14,2189,2445,1325,752,1847,0.407,229,678,0.338,456,624,0.731,282,1071,385,175,140,402,631,2015-2016
88,Florida Gulf Coast,35,21,14,0.6,-0.79,-3.82,8,6,16,4,4,8,2703,2473,1435,1008,2106,0.479,186,527,0.353,501,778,0.644,417,1422,483,230,141,438,674,2015-2016
89,Florida International,32,13,19,0.406,-5.25,-4.81,7,11,7,9,5,8,2277,2242,1300,834,1779,0.469,181,499,0.363,428,645,0.664,328,1196,391,162,148,414,598,2015-2016
90,Florida State,34,20,14,0.588,12.16,8.16,8,10,11,4,4,8,2652,2516,1365,948,2042,0.464,220,645,0.341,536,771,0.695,389,1257,453,243,139,441,656,2015-2016
91,Fordham,31,17,14,0.548,1.87,-0.09,8,10,14,5,3,7,2206,2128,1255,782,1744,0.448,243,702,0.346,399,586,0.681,320,1060,488,263,121,438,610,2015-2016
92,Fresno State,35,25,10,0.714,5.27,2.24,13,5,16,2,6,7,2630,2475,1420,926,2126,0.436,219,638,0.343,559,805,0.694,409,1293,466,295,138,378,764,2015-2016
93,Furman,35,19,16,0.543,-2.83,-4.2,11,7,14,2,3,12,2487,2333,1400,847,1865,0.454,253,785,0.322,540,777,0.695,387,1250,424,217,115,471,622,2015-2016
94,Gardner-Webb,33,17,16,0.515,-6.92,-3.96,10,8,9,4,5,11,2476,2451,1335,871,2039,0.427,276,807,0.342,458,701,0.653,435,1257,442,265,113,439,666,2015-2016
95,George Mason,32,11,21,0.344,-1.79,3.62,5,13,7,8,2,11,2140,2313,1290,766,1888,0.406,172,589,0.292,436,650,0.671,419,1359,328,92,119,407,570,2015-2016
96,George Washington,38,28,10,0.737,11.43,4.24,11,7,16,3,8,5,2875,2602,1530,980,2194,0.447,269,726,0.371,646,858,0.753,453,1442,535,230,125,426,621,2015-2016
97,Georgetown,33,15,18,0.455,10.31,8.49,7,11,9,8,4,8,2430,2370,1335,820,1858,0.441,261,770,0.339,529,704,0.751,316,1181,492,180,146,442,755,2015-2016
98,Georgia,34,20,14,0.588,9.41,8.47,10,8,15,4,3,9,2401,2369,1370,799,1892,0.422,220,598,0.368,583,823,0.708,395,1319,424,164,174,448,703,2015-2016
99,Georgia Southern,31,14,17,0.452,-5.65,-3.14,10,10,10,4,4,12,2353,2307,1250,781,1903,0.41,282,834,0.338,509,728,0.699,374,1131,344,232,73,359,691,2015-2016
100,Georgia State,30,16,14,0.533,-2.8,-2.19,9,11,12,3,4,10,1971,1950,1220,705,1597,0.441,149,436,0.342,412,598,0.689,243,925,352,200,91,350,578,2015-2016
101,Georgia Tech,36,21,15,0.583,12.51,9.95,8,10,14,5,5,8,2637,2545,1445,965,2150,0.449,213,597,0.357,492,681,0.722,469,1398,487,158,151,403,643,2015-2016
102,Gonzaga,36,28,8,0.778,16.92,4.23,15,3,11,4,9,2,2840,2360,1445,1011,2081,0.486,281,738,0.381,537,708,0.758,382,1426,501,184,111,418,623,2015-2016
103,Grambling,31,7,24,0.226,-19.62,-8.48,4,14,5,7,2,15,1924,2110,1250,658,1606,0.41,152,556,0.273,456,706,0.646,283,1013,298,210,52,442,615,2015-2016
104,Grand Canyon,34,27,7,0.794,1.43,-5.6,11,3,18,2,7,5,2581,2316,1365,896,1978,0.453,210,583,0.36,579,835,0.693,399,1301,504,210,90,407,625,2015-2016
105,Green Bay,36,23,13,0.639,1.16,-0.67,11,7,11,3,8,9,3013,2880,1455,1048,2350,0.446,255,730,0.349,662,1007,0.657,458,1385,501,358,166,441,724,2015-2016
106,Hampton,32,21,11,0.656,-8.74,-8.45,13,3,9,2,8,7,2363,2370,1305,810,1967,0.412,206,678,0.304,537,815,0.659,447,1322,381,169,117,440,649,2015-2016
107,Hartford,33,10,23,0.303,-14.29,-5.69,4,12,4,12,6,11,2336,2588,1345,777,1906,0.408,319,902,0.354,463,619,0.748,230,992,408,221,63,385,702,2015-2016
108,Harvard,30,14,16,0.467,-0.96,-0.25,6,8,8,5,4,10,2001,1985,1205,734,1648,0.445,220,569,0.387,313,526,0.595,318,1118,452,150,150,436,538,2015-2016
109,Hawaii,34,28,6,0.824,9.03,-1.04,13,3,16,3,7,2,2620,2267,1365,893,1946,0.459,237,737,0.322,597,873,0.684,362,1270,525,257,124,443,695,2015-2016
110,High Point,32,21,11,0.656,-0.52,-4.24,13,5,12,3,8,7,2473,2258,1290,884,1852,0.477,187,487,0.384,518,680,0.762,337,1074,493,256,94,341,559,2015-2016
111,Hofstra,34,24,10,0.706,5.02,0.77,14,4,11,2,9,5,2681,2509,1390,914,2050,0.446,289,812,0.356,564,818,0.689,402,1327,510,215,108,406,542,2015-2016
112,Holy Cross,35,15,20,0.429,-11.2,-6.11,5,13,8,6,5,13,2267,2445,1425,775,1879,0.412,251,769,0.326,466,678,0.687,279,1052,480,219,86,386,585,2015-2016
113,Houston,32,22,10,0.688,10.3,2.17,12,6,15,3,6,5,2476,2216,1305,897,1926,0.466,215,618,0.348,467,662,0.705,410,1202,412,191,122,333,608,2015-2016
114,Houston Christian,34,17,17,0.5,-10.39,-5.26,10,8,12,3,4,11,2604,2582,1360,899,1903,0.472,204,561,0.364,602,839,0.718,351,1248,471,182,134,502,644,2015-2016
115,Howard,32,12,20,0.375,-14.43,-8.33,6,10,8,7,2,12,2311,2433,1300,750,1846,0.406,144,486,0.296,667,914,0.73,403,1218,275,197,102,477,632,2015-2016
116,Idaho,34,21,13,0.618,-5.19,-5.88,12,6,11,4,8,7,2372,2251,1365,800,1812,0.442,223,591,0.377,549,774,0.709,387,1257,428,178,88,506,735,2015-2016
117,Idaho State,31,16,15,0.516,-9.83,-6.69,11,7,10,3,5,10,2297,2357,1240,769,1767,0.435,250,687,0.364,509,700,0.727,284,1078,380,226,90,409,587,2015-2016
118,Illinois,34,15,19,0.441,4.39,7.03,5,13,7,8,2,8,2452,2542,1395,861,1993,0.432,277,764,0.363,453,607,0.746,258,1075,462,199,65,357,585,2015-2016
119,Illinois State,32,18,14,0.563,3.4,2.59,12,6,13,3,5,8,2149,2114,1285,759,1835,0.414,238,706,0.337,393,588,0.668,344,1141,402,205,115,405,622,2015-2016
120,Illinois-Chicago,30,5,25,0.167,-14.52,-0.81,3,15,5,10,0,13,2019,2348,1220,697,1796,0.388,133,440,0.302,492,795,0.619,406,1235,347,168,162,453,640,2015-2016
121,Incarnate Word,29,17,12,0.586,-9.2,-6.2,12,6,10,3,7,9,2145,2140,1165,718,1653,0.434,234,622,0.376,475,620,0.766,232,974,428,200,75,368,538,2015-2016
122,Indiana,35,27,8,0.771,19.59,6.9,15,3,17,0,6,4,2891,2447,1405,1021,2034,0.502,345,831,0.415,504,688,0.733,414,1288,560,239,137,474,647,2015-2016
123,Indiana State,32,15,17,0.469,0.04,2.2,8,10,10,4,2,11,2170,2222,1295,715,1822,0.392,210,692,0.303,530,765,0.693,343,1213,340,184,86,423,688,2015-2016
124,Iona,33,22,11,0.667,3.59,-1.78,16,4,11,2,8,6,2628,2451,1325,919,2011,0.457,327,884,0.37,463,651,0.711,348,1218,551,248,135,422,642,2015-2016
125,Iowa,33,22,11,0.667,17.01,8.71,12,6,13,2,6,5,2561,2287,1330,906,2027,0.447,269,719,0.374,480,669,0.717,392,1257,523,223,156,339,538,2015-2016
126,Iowa State,35,23,12,0.657,16.93,10.16,10,8,14,2,4,7,2862,2625,1415,1087,2159,0.503,293,758,0.387,395,563,0.702,304,1244,577,218,142,398,542,2015-2016
127,IUPUI,32,13,19,0.406,-5.86,0.11,9,7,9,2,4,15,2181,2362,1290,785,1858,0.422,183,549,0.333,428,607,0.705,321,1105,355,213,81,426,651,2015-2016
128,Jackson State,36,20,16,0.556,-8.66,-9.54,12,6,11,2,7,13,2455,2352,1465,898,2208,0.407,243,781,0.311,416,659,0.631,474,1417,445,279,131,446,771,2015-2016
129,Jacksonville,32,16,16,0.5,-9.34,-6.09,8,6,12,3,4,11,2444,2431,1290,866,1985,0.436,278,715,0.389,434,640,0.678,339,1218,402,207,85,366,592,2015-2016
130,Jacksonville State,31,8,23,0.258,-10.26,-3.95,4,12,5,10,2,12,2100,2234,1245,721,1792,0.402,243,709,0.343,415,567,0.732,315,994,377,158,96,331,611,2015-2016
131,James Madison,32,21,11,0.656,6.17,0.5,11,7,12,6,9,3,2405,2197,1305,830,1848,0.449,278,775,0.359,467,682,0.685,335,1247,406,139,97,380,612,2015-2016
132,Kansas,38,33,5,0.868,23.87,11.22,15,3,16,0,7,3,3089,2570,1540,1092,2207,0.495,304,728,0.418,601,843,0.713,402,1443,604,253,158,478,719,2015-2016
133,Kansas City,31,12,19,0.387,-6.31,-2.24,4,10,9,4,2,13,2152,2240,1245,746,1738,0.429,213,588,0.362,447,663,0.674,356,1084,350,181,98,415,651,2015-2016
134,Kansas State,33,17,16,0.515,12.31,9.79,5,13,12,5,2,9,2334,2251,1345,805,1876,0.429,175,583,0.3,549,798,0.688,437,1204,458,249,91,460,659,2015-2016
135,Kennesaw State,31,11,20,0.355,-8.58,-1.61,7,7,8,6,3,14,2239,2399,1245,811,1826,0.444,179,508,0.352,438,625,0.701,322,1039,378,216,99,405,605,2015-2016
136,Kent State,32,19,13,0.594,-1.53,-1.47,10,8,13,3,6,8,2361,2317,1290,834,1871,0.446,185,564,0.328,508,744,0.683,405,1204,373,170,106,379,578,2015-2016
137,Kentucky,36,27,9,0.75,20.23,8.84,13,5,17,0,4,7,2861,2451,1455,1028,2149,0.478,244,666,0.366,561,813,0.69,462,1395,512,206,207,389,735,2015-2016
138,La Salle,31,9,22,0.29,-6.09,4.65,4,14,7,9,1,12,1987,2279,1240,690,1707,0.404,259,762,0.34,348,520,0.669,274,957,388,217,92,398,539,2015-2016
139,Lafayette,30,6,24,0.2,-15,-6,3,15,4,9,2,15,2142,2412,1235,758,1742,0.435,245,671,0.365,381,551,0.691,242,955,416,171,68,391,588,2015-2016
140,Lamar,30,11,19,0.367,-14.69,-8.77,3,15,7,9,4,10,2263,2310,1200,771,1819,0.424,197,617,0.319,524,781,0.671,415,1171,425,225,116,439,699,2015-2016
141,Lehigh,32,17,15,0.531,-4.42,-5.2,13,5,10,5,7,9,2268,2210,1280,810,1777,0.456,237,604,0.392,411,565,0.727,307,1095,477,214,103,416,548,2015-2016
142,Liberty,32,13,19,0.406,-10.42,-3.73,10,8,8,6,5,9,2070,2188,1280,738,1644,0.449,283,774,0.366,311,434,0.717,214,943,419,178,44,442,638,2015-2016
143,Lipscomb,33,12,21,0.364,-8.85,-3.81,7,7,6,9,5,9,2590,2689,1340,888,2017,0.44,331,921,0.359,483,695,0.695,335,1202,549,208,98,458,628,2015-2016
144,Little Rock,35,30,5,0.857,7.12,-1.76,17,3,14,0,12,4,2487,2129,1415,886,1958,0.453,266,693,0.384,449,616,0.729,324,1195,451,230,106,355,640,2015-2016
145,Long Beach State,35,20,15,0.571,4.09,4.57,12,4,11,2,6,10,2613,2568,1415,896,2077,0.431,287,783,0.367,534,776,0.688,371,1251,532,226,90,430,722,2015-2016
