season,season_name,sport_id,team_id,team_conference_name,school_id,school_name,ncaa_division,ncaa_division_formatted,player_id,player_jersey_number,player_last_name,player_first_name,player_full_name,player_class,player_position,player_height,GP,GS,sets_played,MS,kills,errors,total_attacks,hit%,assists,aces,serve_errors,digs,return_attacks,return_errors,solo_blocks,assisted_blocks,block_errors,total_blocks,points,BHE,serve_attempts,DBL_DBL,TRP_DBL,source_file
2024,2024-25,WVB,585204,MAAC,220,Fairfield,1,I,8434338,13,Elliott,Allie,Allie Elliott,Jr,OH,5-11,32,30,115,0.0,294,100,787,0.247,13,35,16,285,625,35,3,32,1,0.0,348.0,0,0,0,0,2024_220_player_season_stats.csv
2024,2024-25,WVB,585204,MAAC,220,Fairfield,1,I,8436781,7,Jandro,Abby,Abby Jandro,Jr,S,5-8,33,25,115,0.0,14,3,65,0.169,600,24,34,248,4,0,0,2,1,0.0,39.0,0,0,0,0,2024_220_player_season_stats.csv
2024,2024-25,WVB,585204,MAAC,220,Fairfield,1,I,8431861,1,Krubally,Mamie,Mamie Krubally,So,RS,6-2,31,27,113,0.0,317,115,712,0.284,5,0,0,60,6,0,3,60,9,0.0,350.0,0,0,0,0,2024_220_player_season_stats.csv
2024,2024-25,WVB,585204,MAAC,220,Fairfield,1,I,8433419,10,Rodenbusch,Svenja,Svenja Rodenbusch,Sr,OH,5-11,30,9,90,0.0,160,62,480,0.204,8,10,7,114,238,15,3,50,1,0.0,198.0,0,0,0,0,2024_220_player_season_stats.csv
2024,2024-25,WVB,585204,MAAC,220,Fairfield,1,I,8442997,15,Suarez,Daniella,Daniella Suarez,So,OH,5-10,2,0,4,0.0,0,0,0,0.0,0,0,1,2,0,0,0,0,0,0.0,0.0,0,0,0,0,2024_220_player_season_stats.csv
2024,2024-25,WVB,585204,MAAC,220,Fairfield,1,I,8759423,23,Beretich,Emma,Emma Beretich,So,MB,6-2,28,23,86,0.0,108,37,259,0.274,8,0,6,21,6,0,8,65,11,0.0,148.5,1,0,0,0,2024_220_player_season_stats.csv
2024,2024-25,WVB,585204,MAAC,220,Fairfield,1,I,8871059,18,Carlin,Natalie,Natalie Carlin,Fr,L/DS,5-5,25,1,69,0.0,1,0,1,1.0,14,16,11,36,14,0,0,0,0,0.0,17.0,0,0,0,0,2024_220_player_season_stats.csv
2024,2024-25,WVB,585204,MAAC,220,Fairfield,1,I,8871062,16,Collins,Caroline,Caroline Collins,Fr,RS,5-10,4,0,6,0.0,7,1,15,0.4,1,0,0,3,0,0,0,1,0,0.0,7.5,0,0,0,0,2024_220_player_season_stats.csv
2024,2024-25,WVB,585204,MAAC,220,Fairfield,1,I,8871064,8,Cook,Katelyn,Katelyn Cook,Fr,OH,5-10,10,1,18,0.0,12,4,39,0.205,0,4,2,27,43,5,0,2,0,0.0,17.0,0,0,0,0,2024_220_player_season_stats.csv
2024,2024-25,WVB,585204,MAAC,220,Fairfield,1,I,8871072,5,Moon,Delaney,Delaney Moon,Fr,L/DS,5-3,6,0,18,0.0,1,0,2,0.5,4,1,2,10,20,3,0,0,0,0.0,2.0,0,0,0,0,2024_220_player_season_stats.csv
2024,2024-25,WVB,585204,MAAC,220,Fairfield,1,I,8871076,22,Wyche,Harlan,Harlan Wyche,Fr,MB,5-11,18,9,46,0.0,53,17,108,0.333,4,1,5,5,3,0,3,40,2,0.0,77.0,0,0,0,0,2024_220_player_season_stats.csv
2024,2024-25,WVB,585138,SEC,37,Auburn,1,I,8954591,5,Bell,Bella,Bella Bell,Sr,RS,6-4,27,25,101,0.0,251,81,622,0.273,3,0,0,34,1,0,4,82,11,0.0,296.0,0,0,0,0,2024_37_player_season_stats.csv
2024,2024-25,WVB,585138,SEC,37,Auburn,1,I,8954602,14,McCurdy,Chelsey,Chelsey McCurdy,Sr,MB,6-3,27,27,101,0.0,105,34,261,0.272,9,20,36,66,9,0,7,108,4,0.0,186.0,0,0,0,0,2024_37_player_season_stats.csv
2024,2024-25,WVB,585138,SEC,37,Auburn,1,I,8437193,4,Lanham,Fallan,Fallan Lanham,Sr,L/DS,5-8,27,2,93,0.0,0,0,3,0.0,14,16,29,163,289,9,0,0,0,0.0,16.0,0,0,0,0,2024_37_player_season_stats.csv
2024,2024-25,WVB,585138,SEC,37,Auburn,1,I,8441299,1,Scheer,Madison,Madison Scheer,Jr,OH,6-1,27,27,101,0.0,352,104,1017,0.244,4,10,13,74,100,12,3,64,0,0.0,397.0,0,0,0,0,2024_37_player_season_stats.csv
2024,2024-25,WVB,585138,SEC,37,Auburn,1,I,8431143,12,Zimmerman,Bel,Bel Zimmerman,Jr,OH,6-2,27,3,101,0.0,269,99,707,0.24,4,1,5,60,52,4,3,67,11,0.0,306.5,0,0,0,0,2024_37_player_season_stats.csv
2024,2024-25,WVB,585138,SEC,37,Auburn,1,I,8434054,13,Thibault,Paige,Paige Thibault,Sr,L/DS,5-6,19,0,62,0.0,0,0,2,0.0,13,2,5,80,6,1,0,0,0,0.0,2.0,0,0,0,0,2024_37_player_season_stats.csv
2024,2024-25,WVB,585138,SEC,37,Auburn,1,I,8438941,25,Laurendine,Lakin,Lakin Laurendine,So,OH,6-1,9,2,22,0.0,34,26,115,0.07,1,3,5,45,141,9,0,1,0,0.0,37.5,0,0,0,0,2024_37_player_season_stats.csv
2024,2024-25,WVB,585138,SEC,37,Auburn,1,I,8954586,2,Dreves,Lauren,Lauren Dreves,Fr,OH,6-2,25,25,89,0.0,201,78,766,0.161,13,19,21,279,798,32,1,26,1,0.0,234.0,0,0,0,0,2024_37_player_season_stats.csv
2024,2024-25,WVB,585138,SEC,37,Auburn,1,I,8954596,10,Moore,Emma,Emma Moore,Fr,MB,6-3,16,14,52,0.0,46,16,104,0.288,0,0,0,7,5,0,2,56,3,0.0,76.0,0,0,0,0,2024_37_player_season_stats.csv
2024,2024-25,WVB,585138,SEC,37,Auburn,1,I,8954606,17,Havlicek,Grace,Grace Havlicek,Fr,MB,6-3,7,6,25,0.0,13,4,30,0.3,2,0,0,6,2,1,1,34,3,0.0,31.0,0,0,0,0,2024_37_player_season_stats.csv
2024,2024-25,WVB,585138,SEC,37,Auburn,1,I,8954610,21,Humphrey,Bella,Bella Humphrey,Fr,L/DS,5-9,9,0,27,0.0,0,0,0,0.0,2,7,14,3,0,0,0,0,0,0.0,7.0,0,0,0,0,2024_37_player_season_stats.csv
2024,2024-25,WVB,585138,SEC,37,Auburn,1,I,8954613,6,Edson,Kalei,Kalei Edson,Fr,S,5-10,26,3,95,0.0,3,2,14,0.071,474,30,57,154,3,0,0,3,1,0.0,34.5,0,0,0,0,2024_37_player_season_stats.csv
2024,2024-25,WVB,585138,SEC,37,Auburn,1,I,8430737,19,Okeoma,Jasmine,Jasmine Okeoma,So,MB,6-3,6,4,20,0.0,9,4,17,0.294,0,0,0,4,0,0,0,25,0,0.0,21.5,0,0,0,0,2024_37_player_season_stats.csv
2024,2024-25,WVB,585138,SEC,37,Auburn,1,I,8431701,7,Dunn,Peyton,Peyton Dunn,Sr,S,5-11,27,24,100,0.0,4,3,22,0.045,564,13,38,203,4,0,0,1,0,0.0,17.5,0,0,0,0,2024_37_player_season_stats.csv
2024,2024-25,WVB,585138,SEC,37,Auburn,1,I,8954603,15,Dacosta,Alexis,Alexis Dacosta,Jr,L/DS,5-11,25,0,93,0.0,1,0,2,0.5,104,6,21,340,425,19,0,1,0,0.0,7.5,0,0,0,0,2024_37_player_season_stats.csv
2024,2024-25,WVB,585138,SEC,37,Auburn,1,I,8441534,9,Slaughter,Zoe,Zoe Slaughter,Jr,L/DS,5-7,11,0,36,0.0,1,0,4,0.25,2,0,6,60,94,6,0,0,0,0.0,1.0,0,0,0,0,2024_37_player_season_stats.csv
2024,2024-25,WVB,585436,Big East,635,Seton Hall,1,I,8949914,4,Lucas,Perri,Perri Lucas,Sr,OH,5-10,27,21,100,0.0,228,81,744,0.198,1,0,0,40,82,3,2,35,1,0.0,247.5,0,0,0,0,2024_635_player_season_stats.csv
2024,2024-25,WVB,585436,Big East,635,Seton Hall,1,I,8949927,18,Wallace,Laila,Laila Wallace,Sr,MB,6-1,14,7,37,0.0,55,36,156,0.122,1,0,0,7,5,1,4,19,1,0.0,68.5,0,0,0,0,2024_635_player_season_stats.csv
2024,2024-25,WVB,585436,Big East,635,Seton Hall,1,I,8430171,3,LaMacchia,Faith,Faith LaMacchia,Sr,S,5-7,15,0,45,0.0,0,1,3,-0.333,8,8,11,64,76,5,0,0,0,0.0,8.0,0,0,0,0,2024_635_player_season_stats.csv
2024,2024-25,WVB,585436,Big East,635,Seton Hall,1,I,8443537,10,Walsh,Jenna,Jenna Walsh,Sr,OH,5-11,22,9,51,0.0,134,58,406,0.187,8,16,29,91,195,12,1,9,3,0.0,155.5,0,0,0,0,2024_635_player_season_stats.csv
2024,2024-25,WVB,585436,Big East,635,Seton Hall,1,I,8430668,22,Tulli,Hanna,Hanna Tulli,Sr,MB,6-2,11,3,19,0.0,29,8,62,0.339,1,0,1,10,3,0,1,11,2,0.0,35.5,0,0,0,0,2024_635_player_season_stats.csv
2024,2024-25,WVB,585436,Big East,635,Seton Hall,1,I,8949923,14,Merk,Reagan,Reagan Merk,Jr,OH,5-11,27,19,102,0.0,155,94,491,0.124,28,28,44,253,442,28,0,15,1,0.0,190.5,0,0,0,0,2024_635_player_season_stats.csv
2024,2024-25,WVB,585436,Big East,635,Seton Hall,1,I,8438138,9,Tok,Berra,Berra Tok,Sr,MB,6-4,1,0,1,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2024_635_player_season_stats.csv
2024,2024-25,WVB,585436,Big East,635,Seton Hall,1,I,8441019,11,Klungel,Madison,Madison Klungel,Sr,S,5-11,29,27,107,0.0,77,37,293,0.137,840,18,24,274,7,0,4,43,3,0.0,120.5,1,0,0,0,2024_635_player_season_stats.csv
2024,2024-25,WVB,585436,Big East,635,Seton Hall,1,I,8432433,6,Ackerman,Hadlee,Hadlee Ackerman,Jr,L/DS,5-7,19,2,63,0.0,1,1,10,0.0,33,7,6,161,322,26,0,0,0,0.0,8.0,0,0,0,0,2024_635_player_season_stats.csv
2024,2024-25,WVB,585436,Big East,635,Seton Hall,1,I,8435137,1,Woo,Mason,Mason Woo,Jr,L/DS,5-6,25,0,83,0.0,2,0,5,0.4,31,20,19,192,254,16,0,0,0,0.0,22.0,0,0,0,0,2024_635_player_season_stats.csv
2024,2024-25,WVB,585436,Big East,635,Seton Hall,1,I,8433272,7,Subasili,Asli,Asli Subasili,Jr,MB,6-2,28,27,98,0.0,73,31,226,0.186,19,39,49,61,11,1,16,81,7,0.0,168.5,1,0,0,0,2024_635_player_season_stats.csv
2024,2024-25,WVB,585436,Big East,635,Seton Hall,1,I,8438986,16,Roberts-Navarro,Senna,Senna Roberts-Navarro,So,OH,5-11,26,17,83,0.0,210,75,706,0.191,12,11,31,160,369,35,7,25,1,0.0,240.5,0,0,0,0,2024_635_player_season_stats.csv
2024,2024-25,WVB,585436,Big East,635,Seton Hall,1,I,8435584,13,Loiselle,Madison,Madison Loiselle,So,OH,6-3,26,18,85,0.0,197,69,514,0.249,1,0,0,36,1,0,2,37,1,0.0,217.5,0,0,0,0,2024_635_player_season_stats.csv
2024,2024-25,WVB,585436,Big East,635,Seton Hall,1,I,8436567,17,Nelson,Rylee,Rylee Nelson,So,L/DS,5-9,20,1,71,0.0,1,2,8,-0.125,49,4,14,235,356,21,0,0,0,0.0,5.0,0,0,0,0,2024_635_player_season_stats.csv
2024,2024-25,WVB,585436,Big East,635,Seton Hall,1,I,8949925,15,Adler,Gwen,Gwen Adler,Fr,S,5-10,10,2,34,0.0,15,1,25,0.56,146,4,16,64,1,0,0,0,0,0.0,19.0,0,0,0,0,2024_635_player_season_stats.csv
2024,2024-25,WVB,585436,Big East,635,Seton Hall,1,I,8949932,27,Turner,Grace,Grace Turner,Fr,MB,6-3,24,21,78,0.0,86,33,264,0.201,4,3,2,21,15,0,5,49,4,0.0,118.5,0,0,0,0,2024_635_player_season_stats.csv
2024,2024-25,WVB,585353,The American,782,Wichita St.,1,I,8951380,16,Strand,Izzi,Izzi Strand,Sr,S,6-1,32,32,127,0.0,122,43,363,0.218,1235,17,20,321,8,1,0,60,6,0.0,169.0,5,0,0,0,2024_782_player_season_stats.csv
2024,2024-25,WVB,585353,The American,782,Wichita St.,1,I,8951321,9,Barham,Sarah,Sarah Barham,Sr,MB,6-1,24,14,74,0.0,90,29,205,0.298,3,0,0,21,3,1,7,65,3,0.0,129.5,1,0,0,0,2024_782_player_season_stats.csv
2024,2024-25,WVB,585353,The American,782,Wichita St.,1,I,8436954,15,Stout,Morgan,Morgan Stout,Sr,MB,6-1,32,32,127,0.0,400,107,917,0.32,18,30,38,111,28,1,15,113,9,0.0,501.5,0,0,0,0,2024_782_player_season_stats.csv
2024,2024-25,WVB,585353,The American,782,Wichita St.,1,I,8441732,10,Heliste,Annalie,Annalie Heliste,Sr,L/DS,5-5,32,8,127,0.0,7,3,13,0.308,97,16,51,361,484,31,0,0,0,0.0,23.0,0,0,0,0,2024_782_player_season_stats.csv
2024,2024-25,WVB,585353,The American,782,Wichita St.,1,I,8442885,4,Leggett,Brooklyn,Brooklyn Leggett,Jr,OH,6-0,30,26,109,0.0,266,126,706,0.198,3,1,4,50,2,0,6,58,0,0.0,302.0,0,0,0,0,2024_782_player_season_stats.csv
2024,2024-25,WVB,585353,The American,782,Wichita St.,1,I,8440324,14,Wilson,Madison,Madison Wilson,Jr,MB,6-1,23,18,76,0.0,121,51,291,0.241,3,0,5,20,8,0,2,56,4,0.0,151.0,2,0,0,0,2024_782_player_season_stats.csv
2024,2024-25,WVB,585353,The American,782,Wichita St.,1,I,8434468,6,Galligan,Katie,Katie Galligan,Jr,L/DS,5-9,32,6,124,0.0,3,0,7,0.429,52,19,18,370,477,23,0,0,0,0.0,22.0,0,0,0,0,2024_782_player_season_stats.csv
2024,2024-25,WVB,585353,The American,782,Wichita St.,1,I,8437714,13,Wilford,Emerson,Emerson Wilford,Jr,OH,6-2,31,31,120,0.0,252,117,899,0.15,33,21,35,213,636,44,7,71,7,0.0,315.5,0,0,0,0,2024_782_player_season_stats.csv
2024,2024-25,WVB,585353,The American,782,Wichita St.,1,I,8438609,5,Anderson,Reagan,Reagan Anderson,So,L/DS,5-3,32,15,123,0.0,0,2,5,-0.4,32,27,24,195,444,22,0,0,0,0.0,27.0,0,0,0,0,2024_782_player_season_stats.csv
2024,2024-25,WVB,585353,The American,782,Wichita St.,1,I,8439121,7,Wolfe,Haley,Haley Wolfe,Fr,MB,6-3,1,0,3,0.0,0,0,0,0.0,0,1,0,1,0,0,0,0,0,0.0,1.0,0,0,0,0,2024_782_player_season_stats.csv
2024,2024-25,WVB,585353,The American,782,Wichita St.,1,I,8434345,26,Paulsen,Allie,Allie Paulsen,Fr,MB,6-2,5,2,8,0.0,8,4,18,0.222,0,0,0,0,0,0,0,5,2,0.0,10.5,0,0,0,0,2024_782_player_season_stats.csv
2024,2024-25,WVB,585353,The American,782,Wichita St.,1,I,8951371,24,Gonzales,Alyssa,Alyssa Gonzales,Fr,OH,6-1,32,5,117,0.0,282,123,811,0.196,6,0,0,84,108,3,5,30,2,0.0,302.0,0,0,0,0,2024_782_player_season_stats.csv
2024,2024-25,WVB,585353,The American,782,Wichita St.,1,I,8951309,2,Morrow,Gracie,Gracie Morrow,Fr,OH,6-0,17,3,40,0.0,63,32,195,0.159,1,0,1,24,74,1,1,5,3,0.0,66.5,0,0,0,0,2024_782_player_season_stats.csv
2024,2024-25,WVB,585353,The American,782,Wichita St.,1,I,8951335,12,Hett,Grace,Grace Hett,Fr,L/DS,5-5,27,0,66,0.0,0,0,0,0.0,8,15,16,83,139,8,0,0,0,0.0,15.0,0,0,0,0,2024_782_player_season_stats.csv
2024,2024-25,WVB,585353,The American,782,Wichita St.,1,I,8951368,22,Wasilewski,Nadia,Nadia Wasilewski,Fr,OH,6-1,2,0,4,0.0,4,4,13,0.0,0,0,0,0,0,0,0,2,0,0.0,5.0,0,0,0,0,2024_782_player_season_stats.csv
2024,2024-25,WVB,585409,ACC,545,Pittsburgh,1,I,8906193,2,Vazquez Gomez,Valeria,Valeria Vazquez Gomez,Sr,OH,6-1,35,32,112,0.0,230,96,570,0.235,30,41,26,216,499,30,2,29,5,0.0,287.5,0,0,0,0,2024_545_player_season_stats.csv
2024,2024-25,WVB,585409,ACC,545,Pittsburgh,1,I,8906195,3,Flood,Cat,Cat Flood,Sr,OH,6-2,34,0,113,0.0,20,2,45,0.4,13,27,12,52,44,1,0,3,0,0.0,48.5,0,0,0,0,2024_545_player_season_stats.csv
2024,2024-25,WVB,585409,ACC,545,Pittsburgh,1,I,8973685,19,Buzlutepe,Nisa,Nisa Buzlutepe,Sr,S,6-2,16,5,32,0.0,3,0,13,0.231,232,3,4,57,0,0,0,4,0,0.0,8.0,0,0,0,0,2024_545_player_season_stats.csv
2024,2024-25,WVB,585409,ACC,545,Pittsburgh,1,I,8440613,10,Fairbanks,Rachel,Rachel Fairbanks,Sr,S,6-0,30,30,100,0.0,38,9,82,0.354,1067,38,32,221,4,0,3,38,1,0.0,98.0,0,0,0,0,2024_545_player_season_stats.csv
2024,2024-25,WVB,585409,ACC,545,Pittsburgh,1,I,8443389,12,Klika,Emmy,Emmy Klika,Sr,L/DS,5-7,35,0,117,0.0,0,0,1,0.0,101,0,0,338,477,25,0,0,0,0.0,0.0,0,0,0,0,2024_545_player_season_stats.csv
2024,2024-25,WVB,585409,ACC,545,Pittsburgh,1,I,8442585,21,Kelley,Bre,Bre Kelley,Jr,MB,6-4,33,33,104,0.0,195,24,344,0.497,6,0,0,31,17,1,11,144,5,0.0,278.0,0,0,0,0,2024_545_player_season_stats.csv
2024,2024-25,WVB,585409,ACC,545,Pittsburgh,1,I,8441993,16,Griffin,Dillyn,Dillyn Griffin,Jr,L/DS,5-8,33,0,80,0.0,0,0,0,0.0,1,10,12,21,0,0,0,0,0,0.0,10.0,0,0,0,0,2024_545_player_season_stats.csv
2024,2024-25,WVB,585409,ACC,545,Pittsburgh,1,I,8430187,4,Stafford,Torrey,Torrey Stafford,So,OH,6-2,34,32,108,0.0,400,82,888,0.358,44,20,22,252,665,29,8,59,3,0.0,457.5,0,0,0,0,2024_545_player_season_stats.csv
2024,2024-25,WVB,585409,ACC,545,Pittsburgh,1,I,8437589,5,Babcock,Olivia,Olivia Babcock,So,RS,6-4,35,35,114,0.0,538,162,1165,0.323,19,71,88,208,2,0,9,119,2,0.0,677.5,0,0,0,2,2024_545_player_season_stats.csv
2024,2024-25,WVB,585409,ACC,545,Pittsburgh,1,I,8436008,8,Bayless,Blaire,Blaire Bayless,So,OH,6-2,33,6,89,0.0,73,39,215,0.158,6,2,7,39,106,8,3,23,1,0.0,89.5,0,0,0,0,2024_545_player_season_stats.csv
2024,2024-25,WVB,585409,ACC,545,Pittsburgh,1,I,8906199,1,Garibaldi,Bianca,Bianca Garibaldi,Fr,MB,5-11,6,0,6,0.0,8,1,12,0.583,1,0,0,0,3,0,2,7,1,0.0,13.5,0,0,0,0,2024_545_player_season_stats.csv
2024,2024-25,WVB,585409,ACC,545,Pittsburgh,1,I,8906202,9,Jones,Ryla,Ryla Jones,Fr,MB,6-2,34,34,110,0.0,123,27,244,0.393,16,1,0,22,9,0,12,102,5,0.0,187.0,0,0,0,0,2024_545_player_season_stats.csv
2024,2024-25,WVB,585409,ACC,545,Pittsburgh,1,I,8906203,13,Meyer,Mallorie,Mallorie Meyer,Fr,L/DS,5-7,30,0,84,0.0,0,0,1,0.0,6,12,11,28,0,0,0,0,0,0.0,12.0,0,0,0,0,2024_545_player_season_stats.csv
2024,2024-25,WVB,585409,ACC,545,Pittsburgh,1,I,8906208,11,Vírlan,Dalia,Dalia Vírlan,Fr,MB,6-2,16,3,24,0.0,19,5,39,0.359,0,0,0,1,1,1,5,19,0,0.0,33.5,0,0,0,0,2024_545_player_season_stats.csv
2024,2024-25,WVB,585409,ACC,545,Pittsburgh,1,I,8906206,14,Dinn,Kiana,Kiana Dinn,Fr,S,5-9,1,0,1,0.0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2024_545_player_season_stats.csv
2024,2024-25,WVB,585321,SEC,697,Texas A&M,1,I,8432046,14,Brown,Molly,Molly Brown,Jr,MB,6-2,6,1,9,0.0,7,1,12,0.5,0,0,3,1,0,0,0,2,0,0.0,8.0,0,0,0,0,2024_697_player_season_stats.csv
2024,2024-25,WVB,585321,SEC,697,Texas A&M,1,I,8759657,6,Stinson,Ellee,Ellee Stinson,Sr,L/DS,5-2,29,15,110,0.0,0,0,5,0.0,41,28,45,242,390,17,0,0,0,0.0,28.0,1,0,0,0,2024_697_player_season_stats.csv
2024,2024-25,WVB,585321,SEC,697,Texas A&M,1,I,8438275,2,Lopuyo,Ital,Ital Lopuyo,So,MB,6-6,21,0,48,0.0,30,10,85,0.235,1,0,0,6,0,0,1,20,1,0.0,41.0,0,0,0,0,2024_697_player_season_stats.csv
2024,2024-25,WVB,585321,SEC,697,Texas A&M,1,I,8433967,5,Guinn,Lexi,Lexi Guinn,Jr,OH,6-0,4,0,8,0.0,9,7,33,0.061,0,0,0,4,5,2,0,2,0,0.0,10.0,0,0,0,0,2024_697_player_season_stats.csv
2024,2024-25,WVB,585321,SEC,697,Texas A&M,1,I,8432488,9,Lednicky,Logan,Logan Lednicky,Jr,OPP,6-3,29,29,110,0.0,492,171,1061,0.303,14,9,29,223,3,3,7,98,1,0.0,557.0,1,0,0,0,2024_697_player_season_stats.csv
2024,2024-25,WVB,585321,SEC,697,Texas A&M,1,I,8432273,1,Cos-Okpalla,Ifenna,Ifenna Cos-Okpalla,Jr,MB,6-2,29,28,110,0.0,228,58,454,0.374,10,1,4,44,19,0,24,137,19,0.0,321.5,1,0,0,0,2024_697_player_season_stats.csv
2024,2024-25,WVB,585321,SEC,697,Texas A&M,1,I,8437778,12,Underwood,Ava,Ava Underwood,Jr,L/DS,5-7,29,2,110,0.0,0,1,5,-0.2,92,15,36,356,465,19,0,1,0,0.0,15.5,0,0,0,0,2024_697_player_season_stats.csv
2024,2024-25,WVB,585321,SEC,697,Texas A&M,1,I,8759659,16,Waak,Maddie,Maddie Waak,Jr,S,5-10,29,29,110,0.0,30,4,103,0.252,1153,22,42,225,5,0,4,26,4,0.0,69.0,0,0,0,0,2024_697_player_season_stats.csv
2024,2024-25,WVB,585321,SEC,697,Texas A&M,1,I,8759656,4,Hellmuth,Emily,Emily Hellmuth,Jr,OH,6-3,29,25,110,0.0,330,193,895,0.153,8,12,35,139,598,38,5,48,8,0.0,371.0,0,0,0,0,2024_697_player_season_stats.csv
2024,2024-25,WVB,585321,SEC,697,Texas A&M,1,I,8439801,21,Perkins,Morgan,Morgan Perkins,Jr,MB,6-1,29,29,110,0.0,200,37,402,0.405,6,17,45,41,20,1,7,83,7,0.0,265.5,0,0,0,0,2024_697_player_season_stats.csv
2024,2024-25,WVB,585321,SEC,697,Texas A&M,1,I,8759658,11,Humphrey,Taylor,Taylor Humphrey,Jr,OH,6-3,29,15,106,0.0,174,90,525,0.16,10,1,5,73,335,18,2,30,4,0.0,192.0,0,0,0,0,2024_697_player_season_stats.csv
2024,2024-25,WVB,585321,SEC,697,Texas A&M,1,I,8759655,3,Thomas,Tatum,Tatum Thomas,Jr,L/DS,5-6,24,1,82,0.0,0,1,4,-0.25,17,19,22,63,157,10,0,0,0,0.0,19.0,0,0,0,0,2024_697_player_season_stats.csv
2024,2024-25,WVB,585321,SEC,697,Texas A&M,1,I,8437785,7,Jeffrey,Brooke,Brooke Jeffrey,Jr,OH,6-1,9,0,15,0.0,11,12,48,-0.021,0,1,0,4,21,1,0,4,0,0.0,14.0,0,0,0,0,2024_697_player_season_stats.csv
2024,2024-25,WVB,585321,SEC,697,Texas A&M,1,I,8431354,10,Manning,Margot,Margot Manning,So,S,5-10,26,0,71,0.0,0,0,4,0.0,76,11,24,36,0,0,0,0,1,0.0,11.0,0,0,0,0,2024_697_player_season_stats.csv
2024,2024-25,WVB,585404,WCC,534,Pacific,1,I,8906517,10,Giani,Margherita,Margherita Giani,Sr,MB,5-10,32,32,132,0.0,184,73,454,0.244,9,0,0,28,20,0,20,65,11,0.0,236.5,3,0,0,0,2024_534_player_season_stats.csv
2024,2024-25,WVB,585404,WCC,534,Pacific,1,I,8958988,1,Edwards,Alexa,Alexa Edwards,Sr,OH,5-11,32,32,132,0.0,563,256,1594,0.193,18,30,83,367,749,21,9,42,6,0.0,623.0,3,0,0,0,2024_534_player_season_stats.csv
2024,2024-25,WVB,585404,WCC,534,Pacific,1,I,8958991,15,Kumanova,Darina,Darina Kumanova,Sr,OH,6-0,32,28,131,0.0,268,168,875,0.114,27,47,56,272,847,41,4,18,5,0.0,328.0,1,0,0,0,2024_534_player_season_stats.csv
2024,2024-25,WVB,585404,WCC,534,Pacific,1,I,8431631,2,Heller,Jenna,Jenna Heller,Sr,S,5-10,31,30,127,0.0,87,9,219,0.356,1099,34,47,342,4,0,3,29,6,0.0,138.5,3,0,0,0,2024_534_player_season_stats.csv
2024,2024-25,WVB,585404,WCC,534,Pacific,1,I,8441302,9,Nishimura,Megan,Megan Nishimura,Sr,L,5-8,27,11,79,0.0,3,1,15,0.133,25,13,23,162,163,5,0,1,0,0.0,16.5,0,0,0,0,2024_534_player_season_stats.csv
2024,2024-25,WVB,585404,WCC,534,Pacific,1,I,8430955,17,Miller,Abby,Abby Miller,Sr,OH,6-1,29,14,99,0.0,153,77,479,0.159,6,0,0,34,4,0,6,27,3,0.0,172.5,2,0,0,0,2024_534_player_season_stats.csv
2024,2024-25,WVB,585404,WCC,534,Pacific,1,I,8438133,6,Sublett,Sam,Sam Sublett,Sr,MB,6-2,3,0,5,0.0,0,1,4,-0.25,0,2,2,0,0,0,0,0,0,0.0,2.0,0,0,0,0,2024_534_player_season_stats.csv
2024,2024-25,WVB,585404,WCC,534,Pacific,1,I,8429854,8,Van Groningen,Emily,Emily Van Groningen,Jr,MB,6-2,32,32,132,0.0,284,87,725,0.272,14,23,40,80,18,1,27,65,4,0.0,366.5,0,0,0,0,2024_534_player_season_stats.csv
2024,2024-25,WVB,585404,WCC,534,Pacific,1,I,8438559,12,Blutreich,Logan,Logan Blutreich,Jr,MB,6-2,2,0,2,0.0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2024_534_player_season_stats.csv
2024,2024-25,WVB,585404,WCC,534,Pacific,1,I,8434957,4,Gilkey,Dylan,Dylan Gilkey,So,S,5-9,32,6,122,0.0,2,3,25,-0.04,178,28,33,224,3,0,0,0,1,0.0,30.0,2,0,0,0,2024_534_player_season_stats.csv
2024,2024-25,WVB,585404,WCC,534,Pacific,1,I,8431076,13,Gorospe,Shelby,Shelby Gorospe,So,MB,6-3,11,1,25,0.0,20,8,59,0.203,0,0,0,6,2,0,0,5,2,0.0,22.5,1,0,0,0,2024_534_player_season_stats.csv
2024,2024-25,WVB,585404,WCC,534,Pacific,1,I,8437438,14,Brown,Alessia,Alessia Brown,So,RS,6-0,2,0,2,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2024_534_player_season_stats.csv
2024,2024-25,WVB,585404,WCC,534,Pacific,1,I,8906501,5,John,Zoe,Zoe John,Fr,OH,6-0,23,2,65,0.0,96,64,319,0.1,2,0,3,41,34,4,5,7,2,0.0,104.5,0,0,0,0,2024_534_player_season_stats.csv
2024,2024-25,WVB,585404,WCC,534,Pacific,1,I,8906516,21,Swain,Jayhlin,Jayhlin Swain,Jr,L,5-4,31,1,126,0.0,1,3,34,-0.059,126,23,57,524,653,18,0,0,0,0.0,24.0,1,0,0,0,2024_534_player_season_stats.csv
