season,season_name,sport_id,team_id,team_conference_name,school_id,school_name,ncaa_division,ncaa_division_formatted,player_id,player_jersey_number,player_last_name,player_first_name,player_full_name,player_class,player_position,player_height,GP,GS,sets_played,MS,kills,errors,total_attacks,hit%,assists,aces,serve_errors,digs,return_attacks,return_errors,solo_blocks,assisted_blocks,block_errors,total_blocks,points,BHE,serve_attempts,DBL_DBL,TRP_DBL,source_file
2024,2024-25,WVB,585232,MVC,299,Illinois St.,1,I,8847286,17,Salata,Lauren,Lauren Salata,Fr,OH,5-9,29,0,98,0.0,0,0,4,0.0,9,19,15,128,65,4,0,0,0,0.0,19.0,0,0,0,0,2024_299_player_season_stats.csv
2024,2024-25,WVB,585232,MVC,299,Illinois St.,1,I,8847287,18,Baierl,Olivia,Olivia Baierl,Fr,L,5-9,27,0,87,0.0,1,0,5,0.2,26,10,11,131,239,14,0,1,0,0.0,11.5,0,0,0,0,2024_299_player_season_stats.csv
2024,2024-25,WVB,585232,MVC,299,Illinois St.,1,I,8847288,15,Croshaw,Lilly,Lilly Croshaw,Fr,OPP,6-3,4,0,6,0.0,3,3,9,0.0,1,0,0,2,0,0,0,0,0,0.0,3.0,0,0,0,0,2024_299_player_season_stats.csv
2024,2024-25,WVB,585328,The American,706,UTSA,1,I,8957910,20,Giroux,Aliah,Aliah Giroux,Sr,L/DS,5-7,18,0,65,0.0,3,0,14,0.214,88,9,20,281,274,19,0,0,0,0.0,12.0,0,0,0,0,2024_706_player_season_stats.csv
2024,2024-25,WVB,585328,The American,706,UTSA,1,I,8957911,26,Coppedge,Alicia,Alicia Coppedge,Sr,MB,6-1,25,19,66,0.0,76,21,225,0.244,5,4,8,18,3,0,5,72,3,0.0,121.0,0,0,0,0,2024_706_player_season_stats.csv
2024,2024-25,WVB,585328,The American,706,UTSA,1,I,8438709,28,Wilbricht,Faye,Faye Wilbricht,Sr,OH,5-10,28,1,84,0.0,95,54,301,0.136,4,5,4,22,4,1,0,29,3,0.0,114.5,1,0,0,0,2024_706_player_season_stats.csv
2024,2024-25,WVB,585328,The American,706,UTSA,1,I,8442618,14,Krueger,Caroline,Caroline Krueger,Jr,OH,6-0,26,23,91,0.0,188,83,661,0.159,15,16,30,228,641,30,1,24,5,0.0,217.0,0,0,0,0,2024_706_player_season_stats.csv
2024,2024-25,WVB,585328,The American,706,UTSA,1,I,8433063,3,Soerensen,Mia,Mia Soerensen,Jr,OPP,6-4,29,28,105,0.0,299,106,799,0.242,7,13,21,83,2,0,6,103,9,0.0,369.5,1,0,0,0,2024_706_player_season_stats.csv
2024,2024-25,WVB,585328,The American,706,UTSA,1,I,8439894,8,Turner,Peyton,Peyton Turner,So,DS,5-5,27,2,87,0.0,1,1,2,0.0,51,6,6,241,370,21,0,0,0,0.0,7.0,0,0,0,0,2024_706_player_season_stats.csv
2024,2024-25,WVB,585328,The American,706,UTSA,1,I,8436748,7,Wiepert,Makenna,Makenna Wiepert,So,S,5-11,8,7,28,0.0,11,1,26,0.385,153,8,9,67,0,0,0,1,0,0.0,19.5,0,0,0,0,2024_706_player_season_stats.csv
2024,2024-25,WVB,585328,The American,706,UTSA,1,I,8438713,13,Putnicki,Miranda,Miranda Putnicki,So,MH,6-4,13,1,26,0.0,5,3,17,0.118,1,0,0,5,0,0,2,20,1,0.0,17.0,0,0,0,0,2024_706_player_season_stats.csv
2024,2024-25,WVB,585328,The American,706,UTSA,1,I,8957916,1,Franco,Martina,Martina Franco,Fr,OH,5-11,24,14,66,0.0,120,63,360,0.158,8,22,14,123,373,24,1,14,2,0.0,150.0,0,0,0,0,2024_706_player_season_stats.csv
2024,2024-25,WVB,585328,The American,706,UTSA,1,I,8958099,4,Tredwell,Caroline,Caroline Tredwell,Fr,MB,6-2,20,14,62,0.0,77,29,200,0.24,4,7,12,31,4,0,4,47,13,0.0,111.5,0,0,0,0,2024_706_player_season_stats.csv
2024,2024-25,WVB,585328,The American,706,UTSA,1,I,8958103,5,Tribe,Ally,Ally Tribe,Fr,OH,6-1,27,18,79,0.0,175,86,581,0.153,5,10,20,110,317,17,4,32,5,0.0,205.0,0,0,0,0,2024_706_player_season_stats.csv
2024,2024-25,WVB,585328,The American,706,UTSA,1,I,8958106,6,Arroyave,Isabella,Isabella Arroyave,Fr,OH,6-1,12,1,17,0.0,16,9,64,0.109,0,1,5,9,45,5,0,0,1,0.0,17.0,0,0,0,0,2024_706_player_season_stats.csv
2024,2024-25,WVB,585328,The American,706,UTSA,1,I,8958098,2,Lechler,Bailey,Bailey Lechler,Fr,DS,5-6,18,0,44,0.0,0,0,2,0.0,5,6,11,32,19,1,0,0,0,0.0,6.0,0,0,0,0,2024_706_player_season_stats.csv
2024,2024-25,WVB,585328,The American,706,UTSA,1,I,8957912,10,Sokol,Annika,Annika Sokol,So,S,5-10,27,12,95,0.0,17,12,60,0.083,516,15,35,208,2,0,0,1,4,0.0,32.5,1,0,0,0,2024_706_player_season_stats.csv
2024,2024-25,WVB,585328,The American,706,UTSA,1,I,8430012,11,Bailey,Kai,Kai Bailey,So,MB,6-2,26,24,85,0.0,172,59,374,0.302,1,0,2,8,11,1,11,84,8,0.0,225.0,0,0,0,0,2024_706_player_season_stats.csv
2024,2024-25,WVB,585328,The American,706,UTSA,1,I,8958096,23,Durgens,Morgen,Morgen Durgens,Fr,S,5-9,25,10,77,0.0,5,2,18,0.167,317,4,10,131,1,0,0,0,1,0.0,9.0,0,0,0,0,2024_706_player_season_stats.csv
2024,2024-25,WVB,585360,Mountain West,811,Wyoming,1,I,8785529,19,Stewart,Sonte,Sonte Stewart,Sr,RS,6-0,16,4,64,0.0,114,58,364,0.154,1,0,0,36,126,4,1,26,3,0.0,128.0,1,0,0,0,2024_811_player_season_stats.csv
2024,2024-25,WVB,585360,Mountain West,811,Wyoming,1,I,8443545,20,Partyka,Kasia,Kasia Partyka,Sr,S,6-1,30,30,122,0.0,123,44,325,0.243,1195,30,41,284,2,0,7,64,6,0.0,192.0,1,0,0,0,2024_811_player_season_stats.csv
2024,2024-25,WVB,585360,Mountain West,811,Wyoming,1,I,8441769,12,Mazzocca,Kayla,Kayla Mazzocca,Sr,MB,6-0,30,30,122,0.0,214,63,518,0.292,7,21,58,47,17,2,30,109,5,0.0,319.5,0,0,0,0,2024_811_player_season_stats.csv
2024,2024-25,WVB,585360,Mountain West,811,Wyoming,1,I,8436590,3,Rivera,Kendal,Kendal Rivera,Sr,L/DS,5-7,27,12,103,0.0,0,1,3,-0.333,20,17,53,117,203,11,0,0,0,0.0,17.0,0,0,0,0,2024_811_player_season_stats.csv
2024,2024-25,WVB,585360,Mountain West,811,Wyoming,1,I,8436137,6,Holcomb,Sarah,Sarah Holcomb,Jr,MB,6-2,30,30,122,0.0,259,64,576,0.339,2,0,0,24,12,1,57,110,23,0.0,371.0,0,0,0,0,2024_811_player_season_stats.csv
2024,2024-25,WVB,585360,Mountain West,811,Wyoming,1,I,8440665,10,Erickson,Skylar,Skylar Erickson,Jr,L/DS,5-8,30,22,122,0.0,1,1,7,0.0,30,36,76,203,418,14,0,0,0,0.0,37.0,0,0,0,0,2024_811_player_season_stats.csv
2024,2024-25,WVB,585360,Mountain West,811,Wyoming,1,I,8785528,4,Boggs,Macey,Macey Boggs,Sr,S,5-8,17,4,50,0.0,0,0,1,0.0,4,5,10,30,15,1,0,0,0,0.0,5.0,0,0,0,0,2024_811_player_season_stats.csv
2024,2024-25,WVB,585360,Mountain West,811,Wyoming,1,I,8785515,15,Sandy,Jordan,Jordan Sandy,Jr,MB,6-3,1,0,1,0.0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2024_811_player_season_stats.csv
2024,2024-25,WVB,585360,Mountain West,811,Wyoming,1,I,8441195,7,Grizzle,Sierra,Sierra Grizzle,So,L/DS,5-6,30,0,122,0.0,2,1,10,0.1,131,36,42,476,600,32,0,0,0,0.0,38.0,0,0,0,0,2024_811_player_season_stats.csv
2024,2024-25,WVB,585360,Mountain West,811,Wyoming,1,I,8441820,8,Milby,Abi,Abi Milby,So,OH,5-10,7,1,22,0.0,36,33,128,0.023,2,0,0,16,40,2,1,3,0,0.0,38.5,0,0,0,0,2024_811_player_season_stats.csv
2024,2024-25,WVB,585360,Mountain West,811,Wyoming,1,I,8431846,14,Lauterwasser,Paige,Paige Lauterwasser,So,OH,6-0,30,30,122,0.0,404,158,1140,0.216,29,19,15,248,674,33,4,36,2,0.0,445.0,0,0,0,0,2024_811_player_season_stats.csv
2024,2024-25,WVB,585360,Mountain West,811,Wyoming,1,I,8785516,9,Winter,Emma,Emma Winter,So,RS,6-0,30,15,119,0.0,286,140,769,0.19,3,2,9,127,198,10,0,51,6,0.0,313.5,0,0,0,0,2024_811_player_season_stats.csv
2024,2024-25,WVB,585360,Mountain West,811,Wyoming,1,I,8785518,1,Fingerlin,Rya,Rya Fingerlin,Fr,L/DS,5-7,2,0,3,0.0,0,0,0,0.0,1,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,2024_811_player_season_stats.csv
2024,2024-25,WVB,585360,Mountain West,811,Wyoming,1,I,8785520,2,Thorington,Addy,Addy Thorington,Fr,OH,6-0,3,0,4,0.0,1,3,14,-0.143,0,0,0,4,6,1,0,0,0,0.0,1.0,0,0,0,0,2024_811_player_season_stats.csv
2024,2024-25,WVB,585360,Mountain West,811,Wyoming,1,I,8785524,16,Sharp,Reagan,Reagan Sharp,Fr,OH,6-1,7,0,11,0.0,8,6,22,0.091,0,0,0,4,1,0,0,11,0,0.0,13.5,0,0,0,0,2024_811_player_season_stats.csv
2024,2024-25,WVB,585360,Mountain West,811,Wyoming,1,I,8785526,18,Wagstaff,Claire,Claire Wagstaff,Fr,RS,6-4,9,2,38,0.0,76,42,195,0.174,0,0,0,17,2,0,2,30,2,0.0,93.0,0,0,0,0,2024_811_player_season_stats.csv
2024,2024-25,WVB,585209,ACC,234,Florida St.,1,I,8872461,1,Head,Taylor,Taylor Head,Sr,OH,5-10,31,31,114,0.0,319,128,893,0.214,28,20,26,334,555,22,1,56,1,0.0,368.0,1,0,0,0,2024_234_player_season_stats.csv
2024,2024-25,WVB,585209,ACC,234,Florida St.,1,I,8872467,0,Robertson,Loren,Loren Robertson,Sr,S,5-8,31,19,117,0.0,2,2,20,0.0,625,16,34,222,4,1,0,0,0,0.0,18.0,5,0,0,0,2024_234_player_season_stats.csv
2024,2024-25,WVB,585209,ACC,234,Florida St.,1,I,8431770,4,Koenig,Audrey,Audrey Koenig,Sr,OH,6-3,30,30,114,0.0,399,102,1035,0.287,22,50,75,254,643,25,4,52,0,0.0,479.0,1,0,0,0,2024_234_player_season_stats.csv
2024,2024-25,WVB,585209,ACC,234,Florida St.,1,I,8431657,8,Louis,Khori,Khori Louis,Sr,MB,6-3,31,19,117,0.0,349,63,665,0.43,3,2,7,26,5,0,15,118,8,0.0,425.0,8,0,0,0,2024_234_player_season_stats.csv
2024,2024-25,WVB,585209,ACC,234,Florida St.,1,I,8440149,5,Dupes,Emery,Emery Dupes,Sr,L,5-6,31,0,116,0.0,1,0,3,0.333,62,15,36,166,388,21,0,0,0,0.0,16.0,0,0,0,0,2024_234_player_season_stats.csv
2024,2024-25,WVB,585209,ACC,234,Florida St.,1,I,8872460,3,Perry,Kelsey,Kelsey Perry,So,MB,6-4,30,20,102,0.0,59,16,140,0.307,1,0,0,23,7,0,9,100,1,0.0,118.0,4,0,0,0,2024_234_player_season_stats.csv
2024,2024-25,WVB,585209,ACC,234,Florida St.,1,I,8872465,18,Henke,Iane,Iane Henke,Jr,OH,6-3,28,17,103,0.0,143,41,445,0.229,4,5,5,56,1,0,6,68,4,0.0,188.0,0,0,0,0,2024_234_player_season_stats.csv
2024,2024-25,WVB,585209,ACC,234,Florida St.,1,I,8438565,12,Filimaua,Kyleene,Kyleene Filimaua,So,OH,6-1,31,18,114,0.0,173,83,438,0.205,66,27,37,267,507,24,3,29,3,0.0,217.5,0,0,0,0,2024_234_player_season_stats.csv
2024,2024-25,WVB,585209,ACC,234,Florida St.,1,I,8441881,10,Snider,Maddie,Maddie Snider,So,RS,6-4,22,17,68,0.0,81,45,222,0.162,6,0,0,35,0,0,3,34,1,0.0,101.0,2,0,0,0,2024_234_player_season_stats.csv
2024,2024-25,WVB,585209,ACC,234,Florida St.,1,I,8432748,23,Gaona,Ella,Ella Gaona,So,L,5-4,24,0,58,0.0,0,0,0,0.0,13,5,5,25,23,2,0,0,0,0.0,5.0,0,0,0,0,2024_234_player_season_stats.csv
2024,2024-25,WVB,585209,ACC,234,Florida St.,1,I,8435438,7,Phelan,Kenna,Kenna Phelan,So,S,5-7,31,12,117,0.0,30,1,62,0.468,608,31,55,196,2,0,0,0,0,0.0,61.0,3,0,0,0,2024_234_player_season_stats.csv
2024,2024-25,WVB,585209,ACC,234,Florida St.,1,I,8872474,11,Russ,Caylan,Caylan Russ,Fr,L,5-6,6,0,6,0.0,0,0,0,0.0,0,0,1,3,3,0,0,0,0,0.0,0.0,0,0,0,0,2024_234_player_season_stats.csv
2024,2024-25,WVB,585209,ACC,234,Florida St.,1,I,8872480,15,Sova,Johanna,Johanna Sova,Fr,MB,6-5,14,3,24,0.0,12,4,27,0.296,1,0,0,1,1,0,4,19,0,0.0,25.5,2,0,0,0,2024_234_player_season_stats.csv
2024,2024-25,WVB,585209,ACC,234,Florida St.,1,I,8437838,16,Reynolds,Ashley,Ashley Reynolds,So,S,5-10,7,0,7,0.0,0,0,0,0.0,7,2,0,1,0,0,0,0,1,0.0,2.0,0,0,0,0,2024_234_player_season_stats.csv
2024,2024-25,WVB,585417,Big South,563,Radford,1,I,8952634,3,Mundkowsky,Sydney,Sydney Mundkowsky,Sr,OH,6-4,13,10,45,0.0,202,70,481,0.274,5,15,22,76,221,18,4,14,5,0.0,228.0,0,0,0,0,2024_563_player_season_stats.csv
2024,2024-25,WVB,585417,Big South,563,Radford,1,I,8433584,14,Page,Meredith,Meredith Page,Sr,RS,6-2,5,2,5,0.0,1,0,4,0.25,1,0,0,1,0,0,0,1,1,0.0,1.5,0,0,0,0,2024_563_player_season_stats.csv
2024,2024-25,WVB,585417,Big South,563,Radford,1,I,8436906,21,Taylor,Jordan,Jordan Taylor,Sr,OH,5-11,7,0,9,0.0,6,2,12,0.333,0,1,0,1,0,0,1,4,0,0.0,10.0,0,0,0,0,2024_563_player_season_stats.csv
2024,2024-25,WVB,585417,Big South,563,Radford,1,I,8436176,6,Slivka,Julia,Julia Slivka,Sr,S,5-9,27,23,96,0.0,14,0,46,0.304,534,20,10,232,6,0,0,0,0,0.0,34.0,3,0,0,0,2024_563_player_season_stats.csv
2024,2024-25,WVB,585417,Big South,563,Radford,1,I,8441649,4,Paspal,Sophie,Sophie Paspal,Sr,RS,6-2,27,27,102,0.0,260,56,529,0.386,7,1,9,30,15,0,16,97,16,0.0,325.5,3,0,0,0,2024_563_player_season_stats.csv
2024,2024-25,WVB,585417,Big South,563,Radford,1,I,8433762,11,Flanagan,Olivia,Olivia Flanagan,Sr,OH,5-11,27,15,98,0.0,202,92,573,0.192,6,0,0,42,2,0,3,61,0,0.0,235.5,1,0,0,0,2024_563_player_season_stats.csv
2024,2024-25,WVB,585417,Big South,563,Radford,1,I,8439895,12,Robinson,Kennedy,Kennedy Robinson,Jr,OH,5-11,11,9,41,0.0,68,49,227,0.084,5,6,6,55,177,17,1,16,1,0.0,83.0,0,0,0,0,2024_563_player_season_stats.csv
2024,2024-25,WVB,585417,Big South,563,Radford,1,I,8429705,19,Howard,Miranda,Miranda Howard,Jr,DS,5-9,27,0,100,0.0,1,1,15,0.0,104,20,11,464,538,27,0,0,0,0.0,21.0,0,0,0,0,2024_563_player_season_stats.csv
2024,2024-25,WVB,585417,Big South,563,Radford,1,I,8439963,1,Johnson,Sara,Sara Johnson,Jr,L/DS,5-9,18,3,39,0.0,0,0,1,0.0,5,6,10,38,119,13,0,0,0,0.0,6.0,0,0,0,0,2024_563_player_season_stats.csv
2024,2024-25,WVB,585417,Big South,563,Radford,1,I,8433460,9,Nerro,Jackeline,Jackeline Nerro,Jr,S,5-8,17,1,36,0.0,0,3,15,-0.2,140,12,12,52,1,0,0,1,0,0.0,12.5,0,0,0,0,2024_563_player_season_stats.csv
2024,2024-25,WVB,585417,Big South,563,Radford,1,I,8435262,26,Moore,Sierra,Sierra Moore,Jr,OH,6-0,27,25,94,0.0,162,93,552,0.125,22,33,30,206,537,40,4,30,9,0.0,214.0,1,0,0,0,2024_563_player_season_stats.csv
2024,2024-25,WVB,585417,Big South,563,Radford,1,I,8435493,7,Roman,Lainey,Lainey Roman,Jr,DS,5-7,11,0,23,0.0,0,1,1,-1.0,1,6,11,33,78,7,0,0,0,0.0,6.0,0,0,0,0,2024_563_player_season_stats.csv
2024,2024-25,WVB,585417,Big South,563,Radford,1,I,8430947,2,Sloss,Rylee,Rylee Sloss,So,S,5-7,26,4,88,0.0,55,35,169,0.118,281,8,31,129,29,4,1,16,4,0.0,72.0,2,0,0,0,2024_563_player_season_stats.csv
2024,2024-25,WVB,585417,Big South,563,Radford,1,I,8433878,16,Kolb,Alana,Alana Kolb,So,MB,6-2,21,14,56,0.0,44,22,115,0.191,2,14,11,27,1,0,3,55,7,0.0,88.5,0,0,0,0,2024_563_player_season_stats.csv
2024,2024-25,WVB,585417,Big South,563,Radford,1,I,8441729,18,Roberts,Taryn,Taryn Roberts,So,MB,6-1,21,13,50,0.0,43,17,107,0.243,3,6,8,29,6,0,4,32,5,0.0,69.0,1,0,0,0,2024_563_player_season_stats.csv
2024,2024-25,WVB,585417,Big South,563,Radford,1,I,8974429,10,Miller,Katrina,Katrina Miller,Fr,OH,6-0,16,6,44,0.0,57,29,208,0.135,2,3,8,40,175,12,1,14,1,0.0,68.0,0,0,0,0,2024_563_player_season_stats.csv
2024,2024-25,WVB,585417,Big South,563,Radford,1,I,8974430,13,Coffey,Kyla,Kyla Coffey,Fr,MH,6-0,1,0,1,0.0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2024_563_player_season_stats.csv
2024,2024-25,WVB,585417,Big South,563,Radford,1,I,8974433,15,Cook,Carrington,Carrington Cook,Fr,OH,5-11,5,0,8,0.0,4,4,26,0.0,0,0,4,6,36,0,0,0,0,0.0,4.0,0,0,0,0,2024_563_player_season_stats.csv
2024,2024-25,WVB,585417,Big South,563,Radford,1,I,8974436,20,Murdy,Julia,Julia Murdy,Fr,L/DS,5-5,11,2,19,0.0,0,0,3,0.0,7,1,5,23,43,3,0,0,0,0.0,1.0,0,0,0,0,2024_563_player_season_stats.csv
2024,2024-25,WVB,585417,Big South,563,Radford,1,I,8974439,22,Gage,Lea,Lea Gage,Fr,S,5-11,7,2,12,0.0,2,1,8,0.125,45,3,4,18,0,0,0,0,2,0.0,5.0,1,0,0,0,2024_563_player_season_stats.csv
2024,2024-25,WVB,585417,Big South,563,Radford,1,I,8974441,24,Hatch,Aubrey,Aubrey Hatch,Fr,OH,6-1,25,6,85,0.0,140,76,436,0.147,1,0,1,32,28,2,4,41,1,0.0,164.5,0,0,0,0,2024_563_player_season_stats.csv
2024,2024-25,WVB,585456,WAC,30095,Utah Tech,1,I,8872328,3,Howard,Hannah,Hannah Howard,Sr,OH,6-1,27,7,98,0.0,213,113,584,0.171,4,0,0,32,0,0,2,66,4,0.0,248.0,4,0,0,0,2024_30095_player_season_stats.csv
2024,2024-25,WVB,585456,WAC,30095,Utah Tech,1,I,8437821,2,Snow,Taylor,Taylor Snow,Jr,MB,6-1,15,11,51,0.0,72,30,171,0.246,1,3,10,11,4,0,6,50,3,0.0,106.0,0,0,0,0,2024_30095_player_season_stats.csv
2024,2024-25,WVB,585456,WAC,30095,Utah Tech,1,I,8434770,13,Bugas,Kaycee,Kaycee Bugas,Jr,L/DS,5-6,18,0,38,0.0,0,0,0,0.0,2,2,7,38,62,6,0,0,0,0.0,2.0,0,0,0,0,2024_30095_player_season_stats.csv
2024,2024-25,WVB,585456,WAC,30095,Utah Tech,1,I,8440042,5,Butler,Adee,Adee Butler,So,OH,6-0,5,0,7,0.0,5,3,22,0.091,0,1,2,3,4,0,0,1,0,0.0,6.5,1,0,0,0,2024_30095_player_season_stats.csv
2024,2024-25,WVB,585456,WAC,30095,Utah Tech,1,I,8435119,23,Knudsen,Kennedi,Kennedi Knudsen,Jr,OH,5-11,27,27,99,0.0,395,144,1033,0.243,20,11,30,210,441,20,2,54,5,0.0,435.0,0,0,0,0,2024_30095_player_season_stats.csv
2024,2024-25,WVB,585456,WAC,30095,Utah Tech,1,I,8436721,12,Laufiso,Mya,Mya Laufiso,So,L/DS,5-7,27,0,99,0.0,2,2,18,0.0,96,30,42,365,695,28,0,0,0,0.0,32.0,0,0,0,0,2024_30095_player_season_stats.csv
2024,2024-25,WVB,585456,WAC,30095,Utah Tech,1,I,8442967,10,Carter,Meg,Meg Carter,Jr,S,6-0,20,1,64,0.0,5,3,14,0.143,273,13,15,90,5,1,0,0,0,0.0,18.0,0,0,0,0,2024_30095_player_season_stats.csv
2024,2024-25,WVB,585456,WAC,30095,Utah Tech,1,I,8430328,4,West,Elise,Elise West,So,OPP,6-2,9,0,13,0.0,2,6,28,-0.143,0,0,0,3,0,0,0,7,1,0.0,5.5,0,0,0,0,2024_30095_player_season_stats.csv
2024,2024-25,WVB,585456,WAC,30095,Utah Tech,1,I,8434681,15,Roe,Marley,Marley Roe,So,S,5-7,27,18,99,0.0,29,6,70,0.329,546,26,26,205,6,0,0,1,0,0.0,55.5,0,0,0,0,2024_30095_player_season_stats.csv
2024,2024-25,WVB,585456,WAC,30095,Utah Tech,1,I,8872411,1,Treanor,Tessa,Tessa Treanor,So,OH,5-11,27,27,99,0.0,234,106,743,0.172,23,25,35,280,616,36,1,31,4,0.0,275.5,1,0,0,0,2024_30095_player_season_stats.csv
2024,2024-25,WVB,585456,WAC,30095,Utah Tech,1,I,8872418,6,Langi,Lusia,Lusia Langi,Fr,MB,5-11,20,16,60,0.0,59,22,136,0.272,4,0,0,10,3,1,5,37,6,0.0,82.5,1,0,0,0,2024_30095_player_season_stats.csv
2024,2024-25,WVB,585456,WAC,30095,Utah Tech,1,I,8872426,7,Avalos,Ireland,Ireland Avalos,Fr,S,5-10,12,8,39,0.0,2,2,5,0.0,185,7,7,64,2,0,0,0,1,0.0,9.0,1,0,0,0,2024_30095_player_season_stats.csv
2024,2024-25,WVB,585456,WAC,30095,Utah Tech,1,I,8872434,8,Harrison,Emery,Emery Harrison,Fr,OH,6-1,5,0,11,0.0,5,5,25,0.0,0,0,0,5,5,0,0,3,1,0.0,6.5,0,0,0,0,2024_30095_player_season_stats.csv
2024,2024-25,WVB,585456,WAC,30095,Utah Tech,1,I,8872458,11,Watson,Kaleinani,Kaleinani Watson,Fr,L/DS,5-7,14,0,28,0.0,0,0,1,0.0,3,1,0,33,46,3,0,0,0,0.0,1.0,0,0,0,0,2024_30095_player_season_stats.csv
2024,2024-25,WVB,585456,WAC,30095,Utah Tech,1,I,8872477,20,Asiata,Nana,Nana Asiata,Fr,OPP,6-0,26,20,90,0.0,145,75,400,0.175,7,0,0,47,34,4,2,49,4,0.0,171.5,3,0,0,0,2024_30095_player_season_stats.csv
2024,2024-25,WVB,585456,WAC,30095,Utah Tech,1,I,8872524,22,Fried,Casidy,Casidy Fried,Jr,MB,6-2,27,27,98,0.0,103,27,247,0.308,9,25,32,61,5,2,20,122,9,0.0,209.0,0,0,0,0,2024_30095_player_season_stats.csv
2024,2024-25,WVB,585344,ACC,749,Wake Forest,1,I,8870816,22,Maruska,Sahara,Sahara Maruska,Sr,OH,5-8,31,29,109,0.0,260,124,861,0.158,4,24,35,218,719,48,1,33,4,0.0,301.5,0,0,0,0,2024_749_player_season_stats.csv
2024,2024-25,WVB,585344,ACC,749,Wake Forest,1,I,8870808,2,Franke,Olivia,Olivia Franke,Sr,MB,6-4,22,7,59,0.0,101,30,228,0.311,3,1,8,26,4,0,2,29,3,0.0,118.5,0,0,0,0,2024_749_player_season_stats.csv
2024,2024-25,WVB,585344,ACC,749,Wake Forest,1,I,8870811,4,Ricks,Laila,Laila Ricks,Sr,RS,6-0,31,15,113,0.0,183,93,527,0.171,6,0,1,53,3,0,6,97,3,0.0,237.5,0,0,0,0,2024_749_player_season_stats.csv
2024,2024-25,WVB,585344,ACC,749,Wake Forest,1,I,8870813,14,Grkovic,Tina,Tina Grkovic,Sr,MB,6-2,29,27,97,0.0,123,39,298,0.282,9,22,23,53,28,1,19,99,5,0.0,213.5,1,0,0,0,2024_749_player_season_stats.csv
2024,2024-25,WVB,585344,ACC,749,Wake Forest,1,I,8437347,19,Whillock,Kalani,Kalani Whillock,Sr,OH,5-10,2,1,6,0.0,0,0,3,0.0,1,0,1,4,16,2,0,0,0,0.0,0.0,0,0,0,0,2024_749_player_season_stats.csv
2024,2024-25,WVB,585344,ACC,749,Wake Forest,1,I,8438763,5,Phillips,Kendall,Kendall Phillips,Sr,DS,5-5,7,0,12,0.0,0,0,0,0.0,0,2,2,4,5,0,0,0,0,0.0,2.0,0,0,0,0,2024_749_player_season_stats.csv
2024,2024-25,WVB,585344,ACC,749,Wake Forest,1,I,8430069,10,Farrell,Emma,Emma Farrell,Jr,DS,5-6,31,0,118,0.0,1,3,21,-0.095,134,8,40,478,529,29,0,0,0,0.0,9.0,0,0,0,0,2024_749_player_season_stats.csv
2024,2024-25,WVB,585344,ACC,749,Wake Forest,1,I,8431047,13,Crawford,Paige,Paige Crawford,Jr,OH,6-0,31,26,113,0.0,335,151,940,0.196,11,39,50,191,610,50,3,27,4,0.0,390.5,2,0,0,0,2024_749_player_season_stats.csv
2024,2024-25,WVB,585344,ACC,749,Wake Forest,1,I,8441086,17,Baker,Rian,Rian Baker,Jr,S,5-10,31,18,114,0.0,13,4,51,0.176,593,34,62,199,5,0,0,8,6,0.0,51.0,4,0,0,0,2024_749_player_season_stats.csv
2024,2024-25,WVB,585344,ACC,749,Wake Forest,1,I,8429402,7,Dragani,Elena,Elena Dragani,So,S,5-9,10,0,13,0.0,0,0,0,0.0,1,0,5,3,1,1,0,0,0,0.0,0.0,0,0,0,0,2024_749_player_season_stats.csv
2024,2024-25,WVB,585344,ACC,749,Wake Forest,1,I,8437291,3,Charles,Dior,Dior Charles,So,MB,6-1,31,28,108,0.0,154,64,366,0.246,1,0,0,18,18,1,22,111,18,0.0,231.5,3,0,0,0,2024_749_player_season_stats.csv
2024,2024-25,WVB,585344,ACC,749,Wake Forest,1,I,8870809,1,Lalaji,Dhru,Dhru Lalaji,Fr,DS,5-5,19,1,46,0.0,0,0,1,0.0,5,2,5,45,69,7,0,0,0,0.0,2.0,0,0,0,0,2024_749_player_season_stats.csv
2024,2024-25,WVB,585344,ACC,749,Wake Forest,1,I,8870810,9,Campbell,Cy Rae,Cy Rae Campbell,Fr,MH,5-11,1,0,1,0.0,0,1,2,-0.5,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2024_749_player_season_stats.csv
2024,2024-25,WVB,585344,ACC,749,Wake Forest,1,I,8870818,21,Santer,Jaime,Jaime Santer,Sr,OH,6-1,26,6,73,0.0,53,40,221,0.059,3,2,6,92,282,16,0,11,1,0.0,60.5,0,0,0,0,2024_749_player_season_stats.csv
2024,2024-25,WVB,585344,ACC,749,Wake Forest,1,I,8983022,18,Bellows,Becca,Becca Bellows,Fr,S,6-0,30,13,111,0.0,7,7,55,0.0,528,32,43,162,1,0,0,0,3,0.0,39.0,5,0,0,0,2024_749_player_season_stats.csv
2024,2024-25,WVB,585344,ACC,749,Wake Forest,1,I,8440347,16,Murphy,Olivia,Olivia Murphy,So,OH,6-1,28,15,96,0.0,170,72,474,0.207,2,0,0,41,1,0,2,53,3,0.0,198.5,1,0,0,0,2024_749_player_season_stats.csv
