student,college,college_clean,done,exclude,notes
Schaeffer,Shorter,Shorter,X,,
Schaeffer,Shorter University,Shorter,X,,
Schaeffer,Siena,Siena,X,,
Schaeffer,Siena Heights University,Siena Heights,X,,
Schaeffer,Simon Kenton,Simon Kenton,X,,
Schaeffer,Sinclair Community College,Sinclair CC,X,,
Schaeffer,Sioux Falls,Sioux Falls,X,,
Schaeffer,Slippery Rock,Slippery Rock,X,,
Schaeffer,Slippery Rock University,Slippery Rock,X,,
Schaeffer,Smith College,Smith,X,,
Schaeffer,Snow College,Snow,X,,
Schaeffer,Sonoma State,Sonoma State,X,,
Schaeffer,Sonoma State University,Sonoma State,X,,
Schaeffer,South Alabama,South Alabama,X,,
Schaeffer,South Carolina,South Carolina,X,,
Schaeffer,South Carolina State,South Carolina State,X,,
Schaeffer,South Carolina State University,South Carolina State,X,,
Schaeffer,South Dakota,South Dakota,X,,
Schaeffer,South Dakota State,South Dakota State,X,,
Schaeffer,South Florida,South Florida,X,,
Schaeffer,South Georgia Technical College,South Georgia Technical College,X,,
Schaeffer,South Plains College,South Plains,X,,
Schaeffer,Southampton College of Long Island University,Southampton College of Long Island,X,,
Schaeffer,Southeast Missouri,Southeast Missouri State,X,,
Schaeffer,Southeast Missouri State,Southeast Missouri State,X,,
Schaeffer,Southeast Missouri State University,Southeast Missouri State,X,,
Schaeffer,Southeastern,Southeastern,X,,
Schaeffer,Southeastern Community College,Southeastern CC,X,,
Schaeffer,Southeastern Illinois College,Southeastern Illinois,X,,
Schaeffer,Southeastern Louisiana,Southeastern Louisiana,X,,
Schaeffer,Southeastern Louisiana University,Southeastern Louisiana ,X,,
Schaeffer,Southern,Southern,X,,
Schaeffer,Southern Cal,Southern California,X,,
Schaeffer,Southern Connecticut State,Southern Connecticut State,X,,
Schaeffer,Southern Connecticut State University,Southern Connecticut State ,X,,
Schaeffer,Southern Illinois,Southern Illinois,X,,
Schaeffer,Southern Illinois - Edwardsville,Southern Illinois - Edwardsville,X,,
Schaeffer,Southern Illinois Edwardsville,Southern Illinois - Edwardsville,X,,
Schaeffer,Southern Illinois University,Southern Illinois ,X,,
Schaeffer,Southern Illinois University Edwardsville,Southern Illinois - Edwardsville,X,,
Schaeffer,"Southern Illinois University, Edwardsville",Southern Illinois - Edwardsville,X,,
Schaeffer,Southern Ind.,Southern Indiana,X,,
Schaeffer,Southern Indiana,Southern Indiana,X,,
Schaeffer,Southern Maine Community College,Southern Maine CC,X,,
Schaeffer,Southern Methodist,Southern Methodist,X,,
Schaeffer,Southern Methodist University,Southern Methodist,X,,
Schaeffer,Southern Miss,Southern Mississippi,X,,
Schaeffer,Southern Mississippi,Southern Mississippi,X,,
Schaeffer,Southern Nazarene,Southern Nazarene,X,,
Schaeffer,Southern New Hampshire,Southern New Hampshire,X,,
Schaeffer,Southern Oregon University,Southern Oregon,X,,
Schaeffer,Southern University,Southern,X,,
Schaeffer,Southern Utah,Southern Utah,X,,
Schaeffer,Southern Utah University,Southern Utah,X,,
Schaeffer,Southern Virginia,Southern Virginia,X,,
Schaeffer,Southern Wesleyan,Southern Wesleyan,X,,
Schaeffer,Southern Wesleyan University,Southern Wesleyan,X,,
Schaeffer,Southwest Baptist,Southwest Baptist,X,,
Schaeffer,Southwest Baptist University,Southwest Baptist,X,,
Schaeffer,Southwest Minnesota State,Southwest Minnesota State,X,,
Schaeffer,Southwest Missouri State,Southwest Missouri State,X,,
Schaeffer,Southwestern Michigan College,Southwestern Michigan,X,,
Schaeffer,Southwestern Oklahoma State,Southwestern Oklahoma State,X,,
Schaeffer,Southwestern University,Southwestern,X,,
Schaeffer,Spelman College,Spelman,X,,
Schaeffer,Spring Hill College,Spring Hill,X,,
Schaeffer,Springfield College,Springfield,X,,
Schaeffer,St. Ambrose,St. Ambrose,X,,
Schaeffer,St. Ambrose University,St. Ambrose,X,,
Schaeffer,St. Andrew's University,St. Andrew's,X,,
Schaeffer,St. Andrews University,St. Andrews,X,,
Schaeffer,St. Augustine's,St. Augustine's,X,,
Schaeffer,St. Augustine's University,St. Augustine's,X,,
Schaeffer,St. Bonaventure,St. Bonaventure,X,,
Schaeffer,St. Bonaventure University,St. Bonaventure,X,,
Schaeffer,St. Cloud State,St. Cloud State,X,,
Schaeffer,St. Francis,St. Francis,X,,Which one?
Schaeffer,St. Francis Brooklyn,St. Francis (NY),X,,
Schaeffer,St. Francis College,St. Francis,X,,Which one?
Schaeffer,St. Henry,St. Henry,X,,
Schaeffer,St. John Fisher,St. John Fisher,X,,
Schaeffer,St. John Fisher College,St. John Fisher,X,,
Schaeffer,St. John's,St. John's,X,,
Schaeffer,St. John's University,St. John's,X,,
Schaeffer,St. Johns University,St. Johns,X,,
Schaeffer,St. Joseph's College,St. Joseph's College (ME),X,,
Schaeffer,St. Lawrence,St. Lawrence,X,,
Schaeffer,St. Louis,St. Louis,X,,
Schaeffer,St. Luke's,St. Luke's,X,,
Schaeffer,St. Mary's,St. Mary's (CA),X,,Unclear which St. Mary's guessing CA
Schaeffer,St. Mary's College (Md.),St. Mary's College of Maryland,X,,
Schaeffer,St. Mary's College of Maryland,St. Mary's College of Maryland,X,,
Schaeffer,St. Mary's University,St. Mary's University,X,,
Schaeffer,St. Michael's College,St. Michael's,X,,
Schaeffer,St. Peter,St. Peter,X,,
Schaeffer,St. Thomas,St. Thomas (Fla.),X,,"(I'm guessing this is Florida, but unclear)"
Schaeffer,St. Thomas (Fla.),St. Thomas (Fla.),X,,
Schaeffer,St. Thomas (Fla.) University,St. Thomas (Fla.),X,,
Schaeffer,St. Thomas (MN),St. Thomas (MN),X,,
Schaeffer,St. Thomas Aquinas College,St. Thomas Aquinas,X,,
Schaeffer,St. Xavier University,St. Xavier,X,,
Schaeffer,Stanford,Stanford,X,,
Schaeffer,Stanford University,Stanford,X,,
Schaeffer,Stephen F. Austin,Stephen F. Austin,X,,
Schaeffer,Sterling College,Sterling,X,,
Schaeffer,Stetson,Stetson,X,,
Schaeffer,Stetson University,Stetson,X,,
Schaeffer,Stevenson University,Stevenson,X,,
Schaeffer,Stockton Kings,Stockton,X,,
Schaeffer,Stonehill,Stonehill,X,,
Schaeffer,Stonehill College,Stonehill,X,,
Schaeffer,Stony Brook,Stony Brook,X,,
Schaeffer,Stony Brook University,Stony Brook,X,,
Schaeffer,Swarthmore College,Swarthmore,X,,
Schaeffer,Syracuse,Syracuse,X,,
Schaeffer,Syracuse University,Syracuse,X,,
Schaeffer,TCU,TCU,X,,
Schaeffer,Tabor College,Tabor College,X,,
Schaeffer,Tacoma Community College,Tacoma CC,X,,
Schaeffer,Tallahassee Community College,Tallahassee CC,X,,
Schaeffer,Tallahassee State College,Tallahassee State College,X,,
Schaeffer,Tarleton,Tarleton State,X,,
Schaeffer,Tarleton State,Tarleton State,X,,
Schaeffer,Taylor University,Taylor University,X,,
Schaeffer,Temple,Temple,X,,
Schaeffer,Temple College,Temple,X,,
Schaeffer,Tennessee,Tennessee,X,,
Schaeffer,Tennessee Martin,Tennessee Martin,X,,
Schaeffer,Tennessee St.,Tennessee State,X,,
Schaeffer,Tennessee State,Tennessee State,X,,
Schaeffer,Tennessee State University,Tennessee State,X,,
Schaeffer,Tennessee Tech,Tennessee Tech,X,,
Schaeffer,Tennessee at Chattanooga,Tennessee at Chattanooga,X,,
Schaeffer,Texas,Texas,X,,
Schmidt,Texas A&M,Texas A&M,X,,
Schmidt,Texas A&M Commerce,East Texas A&M,X,,
Schmidt,Texas A&M International,Texas A&M-International,X,,
Schmidt,Texas A&M University - Corpus Christi,Texas A&M-Corpus Christi,X,,
Schmidt,Texas A&M University-Kingsville,Texas A&M-Kingsville,X,,
Schmidt,Texas A&M-Commerce,East Texas A&M,X,,
Schmidt,Texas A&M-Corpus Christi,Texas A&M-Corpus Christi,X,,
Schmidt,Texas A&M-International,Texas A&M-International,X,,
Schmidt,Texas A&M-Kingsville,Texas A&M-Kingsville,X,,
Schmidt,Texas A&M–Commerce,East Texas A&M,X,,
Schmidt,Texas Christian,TCU,X,,
Schmidt,Texas Southern,Texas Southern,X,,
Schmidt,Texas Southern University,Texas Southern ,X,,
Schmidt,Texas State,Texas State,X,,
Schmidt,Texas Tech,Texas Tech,X,,
Schmidt,Texas Woman's University,Texas Woman's ,X,,Not sure how we want to word this one since Texas Women's sounds weird
Schmidt,Texas-Arlington,Texas-Arlington,X,,
Schmidt,Texas-El Paso,UTEP,X,,
Schmidt,Texas-Pan American,Texas Rio Grande Valley,X,,
Schmidt,Texas-San Antonio,UTSA,X,,
Schmidt,The College of New Jersey,TCNJ,,,
Schmidt,Thomas More,Thomas More,X,,
Schmidt,Thomas More College,Thomas More ,X,,
Schmidt,Three Rivers College,Three Rivers,X,,
Schmidt,Tiffin,Tiffin,X,,
Schmidt,Toledo,Toledo,X,,
Schmidt,Toronto Raptors,Toronto Raptors (NBA),X,,
Schmidt,Tougaloo College,Tougaloo,X,,
Schmidt,Towson,Towson,X,,
Schmidt,Transylvania,Transylvania,X,,
Schmidt,Transylvania University,Transylvania,X,,
Schmidt,Trinidad State College,Trinidad State CC,X,,
Schmidt,Trinidad State Junior College,Trinidad State CC,X,,
Schmidt,Trinity College,Trinity,X,,
Schmidt,Trinity International,Trinity International,X,,
Schmidt,Trinity International University,Trinity International,X,,
Schmidt,Trinity University,Trinity,X,,this is different from the trinity college that was above so not sure how we want to differentiate 
Schmidt,Trinity Valley Community College,Trinity Valley CC,X,,
Schmidt,Triton College,Triton ,X,,
Schmidt,Troy,Troy,X,,
Schmidt,Troy University,Troy,X,,
Schmidt,Truett McConnell University,Truett McConnell ,X,,
Schmidt,Truman State,Truman State,X,,
Schmidt,Tufts,Tufts,X,,
Schmidt,Tufts University,Tufts ,X,,
Schmidt,Tulane,Tulane,X,,
Schmidt,Tulsa,Tulsa,X,,
Schmidt,Tulsa Shock,Tulsa Shock (Former WNBA team),X,,Not sure if we want to keep this since they no longer exist
Schmidt,Tusculum College,Tusculum,X,,
Schmidt,Tuskegee,Tuskegee,X,,
Schmidt,Tuskegee University,Tuskegee ,X,,
Schmidt,Tyne Metropolitan,Tyne Metropolitan,X,,
Schmidt,U.S. Merchant Marine Academy,U.S. Merchant Marine ,X,,
Schmidt,U.S. Military Academy,U.S. Military ,X,,
Schmidt,U.S. Naval Academy,U.S. Naval ,X,,
Schmidt,UA Pine Bluff,Arkansas-Pine Bluff,X,,
Schmidt,UAB,UAB,X,,
Schmidt,UALR,Arkansas-Litte Rock,X,,
Schmidt,UAlbany,Albany,X,,
Schmidt,UC Berkeley,UC Berkeley,X,,
Schmidt,UC Davis,UC Davis,X,,
Schmidt,UC Irvine,UC Irvine,X,,
Schmidt,UC Riverside,UC Riverside,X,,
Schmidt,UC San Diego,UC San Diego,X,,
Schmidt,UC Santa Barbara,UC Santa Barbara,X,,
Schmidt,UC-Irvine,UC Irvine,X,,
Schmidt,UC-Santa Barbara,UC Santa Barbara,X,,
Schmidt,UCF,UCF,X,,
Schmidt,UCLA,UCLA,X,,
Schmidt,UConn,UConn,X,,
Schmidt,UIC,Illinois-Chicago,X,,
Schmidt,UIndy,Indianapolis,X,,
Schmidt,UL-Monroe,UL-Monroe,X,,
Schmidt,ULM,UL-Monroe,X,,
Schmidt,UMBC,UMBC,X,,
Schmidt,UMKC,Missouri-Kansas City,X,,
Schmidt,UMass,UMass,X,,
Schmidt,UMass Amherst,UMass Amherst,X,,
Schmidt,UMass Boston,UMass Boston,X,,
Schmidt,UMass Dartmouth,UMass Dartmouth,X,,
Schmidt,UMass Lowell,UMass Lowell,X,,
Schmidt,UMass-Lowell,UMass Lowell,X,,
Schmidt,UNC Asheville,UNC Asheville,X,,
Schmidt,UNC Chapel Hill,UNC Chapel Hill,X,,
Schmidt,UNC Charlotte,UNC Charlotte,X,,
Schmidt,UNC Greensboro,UNC Greensboro,X,,
Schmidt,UNC Wilmington,UNC Wilmington,X,,
Schmidt,UNCG,UNC Greensboro,X,,
Schmidt,UNCW,UNC Wilmington,X,,
Schmidt,UNI,Northern Iowa,X,,
Schmidt,UNLV,UNLV,X,,
Schmidt,US Army,US Army,X,,
Schmidt,USC,USC,X,,
Schmidt,USC Spartanburg,USC Spartanburg,X,,
Schmidt,USC Upstate,USC Upstate,X,,
Schmidt,USF,USF,X,,
Schmidt,UT Arlington,Texas-Arlington,X,,
Schmidt,UT Martin,Tennessee-Martin,X,,
Schmidt,UT Rio Grande Valley,Texas Rio Grande Valley,X,,
Schmidt,UT Tyler,UT-Tyler,X,,
Schmidt,UT-Permian Basin,UT-Permian Basin,X,,
Schmidt,UT-Rio Grande Valley,UT-Rio Grande Valley,X,,
Schmidt,UT-San Antonio,UT-San Antonio,X,,
Schmidt,UTA,UT-Arlington,X,,
Schmidt,UTEP,UTEP,X,,
Schmidt,UTRGV,Texas Rio Grande Valley,X,,
Schmidt,UTSA,UTSA,X,,
Schmidt,UW-La Crosse,UW-La Crosse,X,,
Schmidt,UW-Milwaukee,UW-Milwaukee,X,,
Schmidt,UW-Parkside,UW-Parkside,X,,
Schmidt,Union University,Union,X,,
Schmidt,United States Military Academy,U.S. Military ,X,,
Schmidt,United States Military Academy at West Point,U.S Military-West Point,X,,
Schmidt,United States Naval Academy,United States Naval ,X,,
Schmidt,University at Albany,Albany,X,,
Schmidt,University at Buffalo,Buffalo,X,,
Schmidt,University of Akron,Akron,X,,
Schmidt,University of Alabama,Alabama,X,,
Schmidt,University of Alabama-Huntsville,Alabama-Huntsville,X,,
Schmidt,University of Alaska Anchorage,Alaska Anchorage,X,,
Schmidt,University of Albany,Albany,X,,
Schmidt,University of Antelope Valley,Antelope Valley,X,,
Schmidt,University of Arkansas,Arkansas,X,,
Schmidt,University of Arkansas - Monticello,Arkansas-Monticello,X,,
Schmidt,University of Arkansas at Monticello,Arkansas-Monticello,X,,
Schmidt,University of Arkansas at Pine Bluff,Arkansas-Pine Bluff,X,,
Schmidt,University of Arkansas-Fort Smith,Arkansas-Fort Smith,X,,
Schmidt,University of Arkansas-Monticello,Arkansas-Monticello,X,,
Schmidt,University of Arkansas–Fort Smith,Arkansas–Fort Smith,X,,
Schmidt,University of Barcelona,University of Barcelona,X,X,No need to include international schools
Schmidt,University of Buffalo,Buffalo,X,,
Schmidt,University of California,California,X,,
Schmidt,"University of California, Santa Barbara",California-Santa Barbara,X,,
Schmidt,University of Central Arkansas,Central Arkansas,X,,
Schmidt,University of Central Missouri,Central Missouri,X,,
Schmidt,University of Charleston,Charleston,X,,
Schmidt,University of Chicago,Chicago,X,,
Schmidt,University of Cincinnati,Cincinnati,X,,
Schmidt,University of Colorado,Colorado,X,,
Schmidt,University of Colorado Colorado Springs,Colorado Springs,X,,
Schmidt,University of Connecticut,UConn,X,,
Schmidt,University of Dayton,Dayton,X,,
Schmidt,University of Delaware,Delaware,X,,
Schmidt,University of Denver,Denver,X,,
Schmidt,University of Detroit Mercy,Detroit Mercy,X,,
Schmidt,University of Evansville,Evansville,X,,
Schmidt,University of Florida,Florida,X,,
Schmidt,University of Great Falls,Great Falls,X,,
Schmidt,University of Hawaii Manoa,Hawaii,X,,
Schmidt,University of Health Sciences and Pharmacy,Health Sciences and Pharmacy,X,,Not sure if there's a better way to include this without using university
Schmidt,University of Houston,Houston,X,,
Schmidt,University of Idaho,Idaho,X,,
Schmidt,University of Illinois Springfield,Illinois-Springfield,X,,
Schmidt,University of Illinois-Chicago,Illinois-Chicago,X,,
Schmidt,University of Illinois-Springfield,Illinois-Springfield,X,,
Schmidt,University of Indianapolis,Indianapolis,X,,
Schmidt,University of Kentucky,Kentucky,X,,
Schmidt,University of La Verne,La Verne,X,,
Schmidt,University of Louisiana Monroe,UL-Monroe,X,,
Schmidt,University of Louisiana-Monroe,UL-Monroe,X,,
Schmidt,University of Louisville,Louisville,X,,
Schmidt,University of Maine,Maine,X,,
Schmidt,University of Mary,Mary,X,,
Schmidt,University of Maryland,Maryland,X,,
Schmidt,University of Maryland-Baltimore County,UMBC,X,,
Schmidt,University of Massachusetts,UMass,X,,
Schmidt,University of Massachusetts-Boston,UMass Boston,X,,
Schmidt,University of Memphis,Memphis,X,,
Schmidt,University of Miami,Miami,X,,
Schmidt,University of Miami (Fla.),Miami (Fla.),X,,
Schmidt,University of Michigan,Michigan,X,,
Schmidt,University of Michigan Dearborn,Michigan-Dearborn,X,,
Schmidt,University of Minnesota,Minnesota,X,,
Schmidt,University of Minnesota-Morris,Minnesota-Morris,X,,
Schmidt,University of Mississippi,Ole Miss,X,,
Schmidt,University of Missouri,Missouri,X,,
Schmidt,University of Missouri-Kansas City,Missouri-Kansas City,X,,
Schmidt,University of Missouri-St. Louis,Missouri-St. Louis,X,,
Schmidt,University of Mobile,Mobile,X,,
Schmidt,University of Montana,Montana,X,,
Schmidt,University of Montana Western,Montana-Western,X,,
Schmidt,University of Montevallo,Montevallo,X,,
Schmidt,University of Nebraska Omaha,Nebraska-Omaha,X,,
Schmidt,University of Nebraska at Kearney,Nebraska-Kearney,X,,
Schmidt,University of Nebraska-Omaha,Nebraska-Omaha,X,,
Williams,"University of Nevada, Reno","Nevada, Reno",,,
Williams,University of New Hampshire,New Hampshire,,,
Williams,University of New Haven,New Haven,,,
Williams,University of New Mexico,New Mexico,,,
Williams,University of North Carolina,UNC,,,
Williams,University of North Carolina Wilmington,North Carolina Wilmington,,,
Williams,University of North Florida,North Florida,,,
Williams,University of Northern Colorado,Northern Colorado,,,
Williams,University of Northwestern in Ohio,Northwestern in Ohio,,,
Williams,University of Oregon,Oregon,,,
Williams,University of Oxford,Oxford,,,
Williams,University of Pikeville,Pikeville,,,
Williams,University of Pittsburgh at Bradford,Pittsburgh at Bradford,,,
Williams,University of Portland,Portland,,,
Williams,University of Rhode Island,Rhode Island,,,
Williams,University of Richmond,Richmond,,,
Williams,University of Rochester,Rochester,,,
Williams,University of Saint Mary,Saint Mary,,,
Williams,University of San Diego,San Diego,,,
Williams,University of San Francisco,San Francisco,,,
Williams,University of Sioux Falls,Sioux Falls,,,
Williams,University of South Carolina,South Carolina,,,
Williams,"University of South Carolina, Aiken","South Carolina, Aiken",,,
Williams,University of Southern Mississippi,Southern Mississippi,,,
Williams,University of St. Francis,St. Francis,,,
Williams,University of St. Mark and St. John,University of St. Mark and St. John,,,
Williams,University of Tennessee,University of Tennessee,,,
Williams,University of Tennessee at Chattanooga,University of Tennessee at Chattanooga,,,
Williams,University of Texas,UT,,,
Williams,University of Texas Permian Basin,UT Permian Basin,,,
Williams,University of Texas Rio Grande Valley,UT Rio Grande Valley,,,
Williams,University of Texas at Austin,UT at Austin,,,
Williams,University of Texas at Odessa,University of Texas at Odessa,,,
Williams,University of Texas-Arlington,UT-Arlington,,,
Williams,University of Texas-Rio Grande Valley,UTRio Grande Valley,,,
Williams,University of Toledo,Toledo,,,
Williams,University of Utah,Utah,,,
Williams,University of Vermont,Vermont,,,
Williams,University of Virginia College at Wise,Virginia College at Wise,,,
Williams,University of Washington,Washington,,,
Williams,University of West Alabama,West Alabama,,,
Williams,University of West Georgia,West Georgia,,,
Williams,University of Wisconsin,Wisconsin,,,
Williams,University of Wisconsin-River Falls,Wisconsin-River Falls,,,
Williams,University of the Ozarks,Ozarks,,,
Williams,University of the Pacific,Pacific,,,
Williams,University of the Sciences,University of the Sciences,,,
Williams,Upper Iowa,Upper Iowa,,,
Williams,Upper Iowa University,Upper Iowa,,,
Williams,Urbana,Urbana,,,
Williams,Urbana University,Urbana,,,
Williams,Ursuline College,Ursuline College,,,
Williams,Utah,Utah,,,
Williams,Utah Jazz,Utah Jazz,,,
Williams,Utah Starzz,Utah Starzz,,,
Williams,Utah State,Utah State,,,
Williams,Utah Tech,Utah Tech,,,
Williams,Utah Tech University,Utah Tech University,,,
Williams,Utah Valley,Utah Valley,,,
Williams,Utah Valley University,Utah Valley,,,
Williams,VCU,VCU,,,
Williams,Valdosta State,Valdosta State,,,
Williams,Valencia College,Valencia College,,,
Williams,Valparaiso,Valparaiso,,,
Williams,Valpo,Valpo,,,
Williams,Vanderbilt,Vanderbilt,,,
Williams,Vanguard,Vanguard,,,
Williams,Vanguard University,Vanguard,,,
Williams,Vermont,Vermont,,,
Williams,Villa Maria Junior College,Villa Maria JC,,,
Williams,Villanova,Villanova,,,
Williams,Virginia,Virginia,,,
Williams,Virginia Commonwealth,VCU,,,
Williams,Virginia Commonwealth University,VCU,,,
Williams,Virginia Military Institute,Virginia Military Institute,,,
Williams,Virginia State,Virginia State,,,
Williams,Virginia Tech,Virginia Tech,,,
Williams,Virginia Union,Virginia Union,,,
Williams,Virginia University of Lynchburg,Virginia University of Lynchburg,,,
Williams,WNBA,WNBA,,,
Williams,Wabash Valley College,Wabash Valley College,,,
Williams,Wagner,Wagner,,,
Williams,Wagner College,Wagner College,,,
Williams,Wake Forest,Wake Forest,,,
Williams,Wake Technical Community College,Wake Technical CC,,,
Williams,Wallace State-Hanceville,Wallace State-Hanceville,,,
Williams,Walsh,Walsh,,,
Williams,Walsh University,Walsh,,,
Williams,Warner,Warner,,,
Williams,Warner Pacific,Warner Pacific,,,
Williams,Warren County,Warren County,,,
Williams,Wartburg,Wartburg,,,
Williams,Wartburg College,Wartburg College,,,
Williams,Washington,Washington,,,
Williams,Washington & Jefferson College,Washington & Jefferson College,,,
Williams,Washington Adventist University,Washington Adventist University,,,
Williams,Washington College of Maryland,Washington College of Maryland,,,
Williams,Washington Mystics,Washington Mystics,,,
Williams,Washington State,Washington State,,,
Williams,Washington University in St. Louis,Washington University in St. Louis,,,
Williams,Washington Wizards,Washington Wizards,,,
Williams,Washington Wizards/Washington Mystics,Washington Wizards/Washington Mystics,,,
Williams,Washington and Jefferson,Washington and Jefferson,,,
Williams,Washington and Lee,Washington and Lee,,,
Williams,Wayne County Community College,Wayne County CC,,,
Williams,Wayne State,Wayne State,,,
Williams,Wayne State College,Wayne State College,,,
Williams,Wayne State University,Wayne State,,,
Williams,Waynesburg,Waynesburg,,,
Williams,Waynesburg University,Waynesburg,,,
Williams,Wayzata,Wayzata,,,
Williams,Webber International University,Webber International,,,
Williams,Weber State,Weber State,,,
Williams,Webster,Webster,,,
Williams,Wesleyan,Wesleyan,,,
Williams,West Chester,West Chester,,,
Williams,West Florida,West Florida,,,
Williams,West Georgia,West Georgia,,,
Williams,West Los Angeles College,West Los Angeles College,,,
Williams,West Point,West Point,,,
Williams,West Texas A&M,West Texas A&M,,,
Williams,West Virginia,West Virginia,,,
Williams,West Virginia State,West Virginia State,,,
Williams,West Virginia Tech,West Virginia Tech,,,
Williams,West Virginia University,West Virginia,,,
Williams,West Virginia Wesleyan,West Virginia Wesleyan,,,
Williams,Western Carolina,Western Carolina,,,
Williams,Western Colorado,Western Colorado,,,
Williams,Western Illinois,Western Illinois,,,
Williams,Western Kentucky,Western Kentucky,,,
Williams,Western Kentucky University,Western Kentucky,,,
Williams,Western Michigan,Western Michigan,,,
Williams,Western Michigan University,Western Michigan,,,
Williams,Western Nebraska Community College,Western Nebraska CC,,,
Williams,Western New Mexico,Western New Mexico,,,
Williams,Western New Mexico University,Western New Mexico,,,
Williams,Western Oregon,Western Oregon,,,
Williams,Western State College,Western State College,,,
Williams,Western Texas,Western Texas,,,
Williams,Western Texas College,Western Texas College,,,
Williams,Westminster,Westminster,,,
Williams,Westminster College,Westminster College,,,
Williams,Westminster University,Westminster,,,
Williams,Westmont,Westmont,,,
Williams,Westmont College,Westmont College,,,
Williams,Weston,Weston,,,
Williams,Wheaton College (Mass.),Wheaton College (Mass.),,,
Williams,Wheeling University,Wheeling,,,
Williams,Wheelock College,Wheelock College,,,
Williams,Whitworth,Whitworth,,,
Williams,Wichita State,Wichita State,,,
Williams,Wichita State University,Wichita State,,,
Williams,Widener,Widener,,,
Williams,Wiley College,Wiley College,,,
Williams,Willamette,Willamette,,,
Williams,William & Mary,William & Mary,,,
Williams,William Carey,William Carey,,,
Williams,William Jewell,William Jewell,,,
Williams,William Paterson University,William Paterson,,,
Williams,William Penn,William Penn,,,
Williams,William Penn University,William Penn,,,
Williams,William Woods,William Woods,,,
Williams,William Woods University,William Woods,,,
Williams,William and Mary,William and Mary,,,
Williams,Williams College,Williams College,,,
Williams,Williston State College,Williston State,,,
Williams,Wilmington,Wilmington,,,
Williams,Wilmington College,Wilmington,,,
Williams,Wingate,Wingate,,,
Williams,Wingate University,Wingate University,,,
Williams,Winona State,Winona State,,,
Williams,Winston-Salem State,Winston-Salem State,,,
Williams,Winston-Salem State University,Winston-Salem State,,,
Williams,Winthrop,Winthrop,,,
Williams,Winthrop University,Winthrop,,,
Williams,Wisconsin,Wisconsin,,,
Williams,Wisconsin-Platteville,Wisconsin-Platteville,,,
Williams,Wittenberg,Wittenberg,,,
Williams,Wittenberg University,Wittenberg,,,
Williams,Wofford,Wofford,,,
Williams,Woodbury,Woodbury,,,
Williams,Woodward,Woodward,,,
Williams,Wright State,Wright State,,,
Williams,Wyoming,Wyoming,,,
Williams,Xavier,Xavier,,,
Williams,Xavier University,Xavier University,,,
Williams,Yale,Yale,,,
Williams,Youngstown State,Youngstown State,,,
