Rank,School,Games,OverallWins,OverallLosses,WinPct,OverallSRS,OverallSOS,HomeWins,HomeLosses,AwayWins,AwayLosses,ForPoints,OppPoints,Minutes,FieldGoalsMade,FieldGoalsAttempted,FieldGoalPCT,ThreePointMade,ThreePointAttempts,ThreePointPct,FreeThrowsMade,FreeThrowsAttempted,FreeThrowPCT,OffensiveRebounds,TotalRebounds,Assists,Steals,Blocks,Turnovers,PersonalFouls,Season
160,Manhattan,5,4,1,0.8,0.28,-9.92,3,0,1,1,357,306,200,131,293,0.447,35,99,0.354,60,85,0.706,53,181,92,45,23,73,92,2024-2025
161,Marist,4,2,2,0.5,-1.97,-3.72,2,0,0,2,237,230,160,92,224,0.411,36,113,0.319,17,24,0.708,30,129,60,26,14,58,56,2024-2025
162,Marquette,3,1,2,0.333,17.94,27.44,1,0,0,2,195,159,120,75,181,0.414,11,59,0.186,34,46,0.739,40,119,43,23,12,53,56,2024-2025
163,Marshall,4,1,3,0.25,-3.45,-1.2,1,2,0,1,267,276,160,91,228,0.399,36,109,0.33,49,71,0.69,51,149,50,26,13,67,77,2024-2025
164,Maryland,5,5,0,1,24.1,0.9,3,0,2,0,411,295,200,150,306,0.49,37,80,0.463,74,95,0.779,73,219,80,31,17,88,77,2024-2025
165,Maryland-Baltimore County,5,3,2,0.6,-15.01,-6.01,3,1,0,1,288,269,200,103,272,0.379,26,101,0.257,56,76,0.737,48,160,47,37,5,79,74,2024-2025
166,Maryland-Eastern Shore,4,2,2,0.5,-5.17,7.34,2,1,0,1,246,220,160,86,228,0.377,10,47,0.213,64,90,0.711,62,160,30,52,12,88,81,2024-2025
167,Massachusetts,5,2,3,0.4,-2.22,-3.82,2,2,0,1,315,307,200,119,299,0.398,22,74,0.297,55,74,0.743,59,191,74,37,11,85,97,2024-2025
168,Massachusetts-Lowell,5,0,5,0,-21.75,4.46,0,2,0,3,224,355,200,87,249,0.349,16,63,0.254,34,53,0.642,38,157,49,34,11,95,89,2024-2025
169,McNeese State,5,3,2,0.6,-31.79,12.71,3,0,0,2,395,309,200,148,354,0.418,33,99,0.333,66,87,0.759,89,221,85,73,21,89,89,2024-2025
170,Memphis,5,2,3,0.4,-7.8,3.2,2,1,0,2,356,411,200,126,337,0.374,32,93,0.344,72,111,0.649,83,214,59,33,16,86,97,2024-2025
171,Mercer,5,2,3,0.4,-6.83,1.18,2,1,0,2,267,307,200,97,254,0.382,6,57,0.105,67,88,0.761,33,155,47,47,11,89,66,2024-2025
172,Mercyhurst,5,1,4,0.2,-12.16,9.84,1,0,0,4,290,362,200,103,260,0.396,31,91,0.341,53,67,0.791,26,146,57,30,8,106,95,2024-2025
173,Merrimack,5,3,2,0.6,-8.26,-6.46,2,0,1,2,273,282,200,98,292,0.336,24,105,0.229,53,74,0.716,59,174,48,51,7,85,93,2024-2025
174,Miami (FL),4,4,0,1,17.75,1.25,3,0,1,0,314,248,160,108,235,0.46,23,86,0.267,75,91,0.824,39,154,59,46,8,67,69,2024-2025
175,Miami (OH),4,3,1,0.75,-0.54,-10.21,3,0,0,1,284,224,160,101,237,0.426,33,92,0.359,49,66,0.742,44,143,64,50,9,73,74,2024-2025
176,Michigan,5,4,1,0.8,37.38,2.78,4,0,0,0,431,258,200,163,346,0.471,36,112,0.321,69,97,0.711,80,221,93,52,12,81,84,2024-2025
177,Michigan State,6,6,0,1,39.96,-10.54,5,0,1,0,578,275,240,202,387,0.522,46,126,0.365,128,178,0.719,73,246,139,101,29,81,102,2024-2025
178,Middle Tennessee,5,4,1,0.8,20.82,7.62,3,0,1,1,360,294,200,124,280,0.443,29,103,0.282,83,118,0.703,47,189,61,39,24,77,76,2024-2025
179,Milwaukee,6,2,4,0.333,-9.92,10.68,2,1,0,3,406,484,250,142,349,0.407,42,125,0.336,80,107,0.748,53,200,85,34,23,93,104,2024-2025
180,Minnesota,6,6,0,1,26.79,-3.38,4,0,0,0,464,283,240,171,399,0.429,46,135,0.341,76,104,0.731,89,246,97,67,10,50,69,2024-2025
181,Mississippi,4,3,1,0.75,27.03,-5.22,2,0,1,0,307,178,160,111,273,0.407,28,82,0.341,57,86,0.663,79,183,73,52,27,53,59,2024-2025
182,Mississippi State,5,5,0,1,28.5,-9.1,5,0,0,0,406,218,200,149,311,0.479,39,110,0.355,69,92,0.75,75,239,88,49,27,78,70,2024-2025
183,Mississippi Valley State,5,0,5,0,-27.01,-3.61,0,0,0,5,313,430,200,119,337,0.353,23,105,0.219,52,82,0.634,81,199,52,53,14,100,113,2024-2025
184,Missouri,6,4,2,0.667,13.78,0.94,3,1,1,1,413,336,240,146,326,0.448,45,107,0.421,76,109,0.697,69,229,81,59,26,111,108,2024-2025
185,Missouri State,3,2,1,0.667,-8.16,-7.82,1,0,1,1,211,212,120,74,177,0.418,17,55,0.309,46,79,0.582,50,121,39,21,5,56,59,2024-2025
186,Monmouth,5,0,5,0,-22.72,0.08,0,1,0,4,296,410,200,111,290,0.383,19,80,0.238,55,79,0.696,67,183,45,29,17,107,84,2024-2025
187,Montana,4,2,2,0.5,6.17,9.17,2,1,0,1,278,275,160,103,214,0.481,29,91,0.319,43,56,0.768,31,138,63,20,17,68,66,2024-2025
188,Montana State,4,4,0,1,21.75,6.42,4,0,0,0,317,207,160,115,277,0.415,34,115,0.296,53,77,0.688,70,164,70,65,16,63,76,2024-2025
189,Morehead State,4,1,3,0.25,-17.61,0.73,1,1,0,2,242,285,160,91,242,0.376,19,73,0.26,41,69,0.594,38,147,51,55,28,92,73,2024-2025
190,Morgan State,7,4,3,0.571,-16.81,1.69,4,0,0,3,445,451,280,166,428,0.388,40,134,0.299,73,129,0.566,125,278,80,79,24,154,168,2024-2025
191,Mount St. Mary's,4,0,4,0,-14.19,-3.94,0,2,0,2,192,233,160,64,214,0.299,23,79,0.291,41,56,0.732,39,130,38,29,7,62,65,2024-2025
192,Murray State,3,1,2,0.333,15.77,8.1,1,1,0,1,239,216,120,85,204,0.417,31,101,0.307,38,53,0.717,39,130,53,27,10,57,55,2024-2025
193,Navy,5,5,0,1,-5.1,-20.6,2,0,2,0,389,269,205,142,334,0.425,37,100,0.37,68,100,0.68,74,216,86,65,23,80,94,2024-2025
194,NC State,4,2,2,0.5,28.1,19.1,2,0,0,1,289,253,160,116,254,0.457,28,85,0.329,29,41,0.707,42,153,42,29,13,52,44,2024-2025
195,Nebraska,5,5,0,1,23.91,-7.29,4,0,0,0,448,292,200,159,293,0.543,52,113,0.46,78,107,0.729,55,203,110,49,19,74,73,2024-2025
196,Nevada,4,2,2,0.5,0.41,9.41,1,0,1,1,267,272,165,98,233,0.421,28,74,0.378,43,59,0.729,43,136,52,26,6,55,64,2024-2025
197,Nevada-Las Vegas,5,4,1,0.8,8.85,-9.35,4,0,0,1,405,314,200,153,349,0.438,36,111,0.324,63,83,0.759,79,206,72,55,16,51,76,2024-2025
198,New Hampshire,6,4,2,0.667,-8.95,-7.75,2,0,2,2,352,309,240,130,340,0.382,30,123,0.244,62,89,0.697,71,231,64,55,9,106,93,2024-2025
199,New Mexico,5,3,2,0.6,2.95,-7.8,3,1,0,1,377,305,200,144,318,0.453,40,116,0.345,49,75,0.653,64,209,83,48,31,83,67,2024-2025
200,New Mexico State,4,3,1,0.75,3.1,-2.24,2,1,1,0,281,228,160,106,233,0.455,21,63,0.333,48,61,0.787,46,142,51,58,10,73,80,2024-2025
201,New Orleans,4,0,4,0,-24.82,9.18,0,1,0,3,210,346,160,75,239,0.314,16,63,0.254,44,76,0.579,50,143,38,43,7,93,80,2024-2025
202,Niagara,4,0,4,0,-30.93,15.07,0,0,0,4,235,419,160,86,244,0.352,19,69,0.275,44,70,0.629,57,121,48,55,5,141,102,2024-2025
203,Nicholls State,4,3,1,0.75,7.5,-1,2,0,1,1,266,232,160,89,226,0.394,29,85,0.341,59,86,0.686,44,134,53,43,11,65,82,2024-2025
204,NJIT,6,2,4,0.333,-6.13,-6.96,1,2,1,2,427,422,245,152,360,0.422,50,145,0.345,73,112,0.652,66,229,73,53,32,116,130,2024-2025
205,Norfolk State,6,5,1,0.833,3.15,-3.18,3,0,2,1,389,351,240,144,364,0.396,43,129,0.333,58,86,0.674,80,236,80,59,28,89,88,2024-2025
206,North Alabama,5,2,3,0.4,-6.33,3.88,1,0,1,3,313,364,200,113,285,0.396,31,83,0.373,56,70,0.8,56,180,64,27,14,87,90,2024-2025
207,North Carolina,4,3,1,0.75,13.58,-2.67,2,0,1,0,284,219,160,107,267,0.401,33,113,0.292,37,62,0.597,52,165,63,45,20,46,66,2024-2025
208,North Carolina A&T,4,0,4,0,-4.74,5.51,0,1,0,3,209,250,160,73,220,0.332,13,60,0.217,50,66,0.758,50,156,36,19,13,61,58,2024-2025
209,North Carolina Central,6,0,6,0,-34.36,7.65,0,2,0,4,288,540,240,104,331,0.314,21,83,0.253,59,104,0.567,62,193,41,33,21,148,125,2024-2025
210,North Dakota,3,2,1,0.667,-1.97,-1.97,1,1,0,0,206,187,120,65,158,0.411,17,58,0.293,59,78,0.756,25,122,30,24,11,55,48,2024-2025
211,North Dakota State,3,2,1,0.667,4.67,3.17,2,1,0,0,231,190,120,80,183,0.437,16,51,0.314,55,76,0.724,37,109,35,28,8,36,57,2024-2025
212,North Florida,5,1,4,0.2,-24.66,6.34,1,1,0,3,354,385,200,135,328,0.412,45,158,0.285,39,61,0.639,62,190,74,60,12,105,115,2024-2025
213,North Texas,5,4,1,0.8,-0.35,-5.55,3,0,1,1,330,304,200,116,266,0.436,20,59,0.339,78,122,0.639,56,181,53,40,18,87,81,2024-2025
214,Northeastern,4,0,4,0,-30.7,3.55,0,1,0,3,162,299,160,61,200,0.305,11,70,0.157,29,47,0.617,30,111,26,20,5,81,72,2024-2025
215,Northern Arizona,5,4,1,0.8,4.91,2.41,2,0,2,1,412,369,200,143,330,0.433,46,144,0.319,80,115,0.696,59,212,101,33,15,72,86,2024-2025
216,Northern Colorado,4,2,2,0.5,-7.36,-9.36,2,1,0,1,283,275,160,100,216,0.463,22,66,0.333,61,84,0.726,41,149,54,38,15,83,70,2024-2025
217,Northern Illinois,4,2,2,0.5,-10.46,-6.96,1,1,1,1,275,289,160,96,208,0.462,33,75,0.44,50,81,0.617,35,149,55,18,8,83,66,2024-2025
218,Northern Iowa,4,3,1,0.75,19.87,12.87,2,1,1,0,327,263,160,118,242,0.488,35,87,0.402,56,79,0.709,41,146,53,42,16,54,71,2024-2025
219,Northern Kentucky,5,2,3,0.4,-3.7,9.05,1,1,1,2,333,370,200,127,297,0.428,35,100,0.35,44,61,0.721,41,155,72,34,8,67,77,2024-2025
220,Northwestern,3,1,2,0.333,0.31,6.64,1,2,0,0,216,235,120,83,176,0.472,11,40,0.275,39,52,0.75,22,97,61,22,9,51,67,2024-2025
221,Northwestern State,6,2,4,0.333,-13.13,11.87,2,0,0,4,387,365,240,143,372,0.384,56,175,0.32,45,66,0.682,75,229,88,58,24,113,115,2024-2025
222,Notre Dame,4,4,0,1,41.64,-0.86,2,0,2,0,390,220,160,150,295,0.508,35,90,0.389,55,75,0.733,63,207,74,49,40,55,50,2024-2025
223,Oakland,4,1,3,0.25,-15.29,23.04,1,0,0,3,233,304,160,88,227,0.388,21,82,0.256,36,62,0.581,45,134,46,40,16,83,75,2024-2025
224,Ohio,4,1,3,0.25,-22.07,1.93,1,3,0,0,214,310,160,66,214,0.308,27,112,0.241,55,85,0.647,40,144,33,31,9,91,66,2024-2025
225,Ohio State,4,4,0,1,32.35,-3.65,2,0,2,0,371,227,160,137,289,0.474,39,105,0.371,58,92,0.63,72,180,69,59,23,52,66,2024-2025
226,Oklahoma,4,4,0,1,42.08,-0.92,3,0,1,0,372,200,160,148,293,0.505,29,93,0.312,47,72,0.653,69,227,91,42,19,67,60,2024-2025
227,Oklahoma State,5,5,0,1,20.38,-7.02,5,0,0,0,425,288,200,157,298,0.527,49,114,0.43,62,91,0.681,48,196,84,45,17,74,85,2024-2025
228,Old Dominion,4,3,1,0.75,7.15,4.82,2,0,1,1,262,228,160,92,252,0.365,20,70,0.286,58,86,0.674,74,183,47,37,12,80,81,2024-2025
229,Omaha,4,1,3,0.25,-13.02,8.65,1,1,0,2,295,297,160,109,254,0.429,27,79,0.342,50,71,0.704,61,158,55,33,2,72,82,2024-2025
230,Oral Roberts,4,3,1,0.75,0.58,1.58,2,0,1,1,299,277,160,119,280,0.425,22,96,0.229,39,79,0.494,65,172,47,39,13,58,69,2024-2025
231,Oregon,6,6,0,1,25.27,8.77,6,0,0,0,451,352,240,170,370,0.459,42,120,0.35,69,103,0.67,68,240,99,54,14,84,107,2024-2025
232,Oregon State,4,1,3,0.25,-6.59,13.41,1,0,0,2,237,269,160,87,230,0.378,15,86,0.174,48,59,0.814,51,162,53,29,12,73,54,2024-2025
233,Pacific,5,2,3,0.4,-5.78,7.72,2,1,0,2,331,345,210,131,314,0.417,24,74,0.324,45,68,0.662,62,189,92,46,27,102,96,2024-2025
234,Penn State,5,5,0,1,17.19,-15.61,5,0,0,0,472,308,200,175,332,0.527,47,115,0.409,75,103,0.728,72,217,114,71,35,105,82,2024-2025
235,Pennsylvania,5,3,2,0.6,2.32,-1.68,2,1,1,1,319,299,200,121,288,0.42,24,97,0.247,53,74,0.716,55,181,60,43,21,75,65,2024-2025
236,Pepperdine,5,3,2,0.6,-9.8,-3.8,2,0,1,2,299,329,205,103,259,0.398,28,94,0.298,65,94,0.691,43,171,58,29,16,87,86,2024-2025
237,Pittsburgh,5,4,1,0.8,4.36,-7.04,3,0,1,1,337,280,200,121,304,0.398,32,99,0.323,63,94,0.67,77,202,66,48,25,95,93,2024-2025
238,Portland,4,4,0,1,10.75,-4.58,3,0,1,0,336,223,160,120,244,0.492,30,79,0.38,66,88,0.75,50,145,73,63,27,58,79,2024-2025
239,Portland State,3,1,2,0.333,-8.88,-2.88,0,1,1,1,173,191,120,62,171,0.363,23,67,0.343,26,36,0.722,31,100,41,21,7,42,54,2024-2025
240,Prairie View,3,2,1,0.667,-40.69,-21.69,2,0,0,1,259,201,120,102,204,0.5,18,44,0.409,37,63,0.587,48,134,51,30,14,64,62,2024-2025
241,Presbyterian,4,0,4,0,-28.54,-10.79,0,1,0,3,224,295,165,85,226,0.376,13,69,0.188,41,59,0.695,45,133,41,25,2,95,88,2024-2025
242,Princeton,4,2,2,0.5,16.08,13.08,1,0,1,2,281,269,160,103,241,0.427,27,84,0.321,48,70,0.686,58,151,74,28,11,63,82,2024-2025
243,Providence,4,2,2,0.5,17.71,21.05,1,1,1,1,251,229,165,94,231,0.407,19,55,0.345,44,70,0.629,58,164,44,41,23,69,58,2024-2025
244,Purdue,4,3,1,0.75,9.84,10.84,3,1,0,0,306,310,160,120,267,0.449,21,68,0.309,45,65,0.692,49,158,64,35,19,76,81,2024-2025
245,Purdue Fort Wayne,4,2,2,0.5,4.56,6.56,1,0,1,2,320,253,160,115,245,0.469,33,82,0.402,57,80,0.713,47,143,56,39,13,53,71,2024-2025
246,Queens (NC),4,1,3,0.25,-42.46,-11.46,1,2,0,1,255,280,160,97,248,0.391,20,73,0.274,41,68,0.603,54,157,51,34,17,82,77,2024-2025
247,Quinnipiac,3,3,0,1,25.75,14.08,2,0,1,0,228,193,120,75,169,0.444,21,51,0.412,57,77,0.74,32,101,41,24,2,46,52,2024-2025
248,Radford,6,1,5,0.167,-13.04,3.29,1,1,0,3,333,431,245,114,303,0.376,32,117,0.274,73,114,0.64,56,202,65,37,9,144,131,2024-2025
249,Rhode Island,6,3,3,0.5,-0.52,-11.35,1,2,2,1,380,315,240,149,359,0.415,34,120,0.283,48,83,0.578,94,239,85,52,28,83,91,2024-2025
250,Rice,5,4,1,0.8,6.32,-0.48,4,1,0,0,325,291,200,121,298,0.406,28,99,0.283,55,80,0.688,49,195,78,34,23,70,92,2024-2025
251,Richmond,4,4,0,1,30.26,-2.74,2,0,2,0,326,194,160,116,217,0.535,39,90,0.433,55,66,0.833,36,154,79,50,13,73,48,2024-2025
252,Rider,4,1,3,0.25,-15.04,-10.29,0,2,1,1,226,245,160,82,206,0.398,15,53,0.283,47,70,0.671,34,138,51,33,19,90,78,2024-2025
253,Robert Morris,4,2,2,0.5,-9.48,-8.81,1,1,1,1,251,229,165,99,239,0.414,17,75,0.227,36,61,0.59,49,155,54,33,8,66,85,2024-2025
254,Rutgers,5,4,1,0.8,6.53,-2.27,4,0,0,1,412,368,200,155,334,0.464,24,90,0.267,78,123,0.634,87,236,65,28,30,76,109,2024-2025
255,Sacramento State,6,4,2,0.667,-9.89,-11.39,3,1,1,1,417,351,240,149,350,0.426,33,111,0.297,86,113,0.761,75,239,91,63,14,112,138,2024-2025
256,Sacred Heart,4,1,3,0.25,-16.09,1.91,0,0,1,3,222,294,160,84,239,0.351,14,66,0.212,40,71,0.563,48,143,32,42,14,78,75,2024-2025
257,Saint Francis (PA),6,1,5,0.167,-22.55,-9.88,0,3,1,2,299,375,240,108,277,0.39,29,95,0.305,54,76,0.711,48,194,60,36,7,130,98,2024-2025
258,Saint Joseph's,4,4,0,1,13.73,-4.28,1,0,3,0,336,210,160,125,261,0.479,38,87,0.437,48,59,0.814,65,162,91,44,18,46,60,2024-2025
259,Saint Louis,5,2,3,0.4,-15.3,0.9,1,0,1,3,351,432,205,123,339,0.363,27,113,0.239,78,92,0.848,70,197,54,44,16,86,97,2024-2025
260,Saint Mary's (CA),4,2,2,0.5,-3.38,1.87,1,0,1,2,262,283,170,102,223,0.457,18,69,0.261,40,58,0.69,35,144,55,34,15,83,81,2024-2025
261,Saint Peter's,4,0,4,0,-28.85,-0.85,0,0,0,4,169,281,160,63,175,0.36,19,81,0.235,24,36,0.667,20,102,40,25,7,88,64,2024-2025
262,Sam Houston,5,3,2,0.6,-3.27,-0.6,3,0,0,2,364,283,200,142,351,0.405,10,39,0.256,70,119,0.588,97,219,78,72,10,97,113,2024-2025
263,Samford,6,2,4,0.333,-14.34,13.91,2,0,0,4,439,485,240,158,385,0.41,42,140,0.3,81,138,0.587,92,256,94,46,20,120,118,2024-2025
264,San Diego,3,2,1,0.667,-22.49,-6.99,1,0,1,1,195,181,120,72,176,0.409,9,32,0.281,42,60,0.7,40,125,37,30,18,58,53,2024-2025
265,San Diego State,5,5,0,1,8.08,-1.92,3,0,2,0,372,304,205,130,300,0.433,22,64,0.344,90,116,0.776,51,175,63,50,26,66,96,2024-2025
266,San Francisco,4,2,2,0.5,2.94,-0.06,2,0,0,2,230,218,160,79,219,0.361,18,70,0.257,54,85,0.635,55,179,47,17,27,66,77,2024-2025
267,San Jose State,4,2,2,0.5,1.84,8.51,1,1,1,1,276,269,160,103,234,0.44,22,70,0.314,48,74,0.649,49,155,50,27,7,73,85,2024-2025
268,Santa Clara,4,3,1,0.75,5.55,9.55,2,0,1,1,257,243,160,99,228,0.434,23,68,0.338,36,54,0.667,42,147,63,24,21,64,56,2024-2025
269,Seattle,4,0,4,0,-18.01,3.74,0,1,0,3,222,309,160,85,218,0.39,18,81,0.222,34,51,0.667,32,103,40,30,5,82,66,2024-2025
270,Seton Hall,4,4,0,1,12,-9.01,3,0,1,0,275,191,160,99,236,0.419,24,97,0.247,53,67,0.791,49,140,61,58,13,58,56,2024-2025
271,Siena,3,0,3,0,-24.52,3.48,0,1,0,2,154,238,120,62,172,0.36,9,41,0.22,21,35,0.6,29,91,30,14,12,56,48,2024-2025
272,South Alabama,5,2,3,0.4,-14.12,-7.87,1,1,1,2,320,338,200,118,309,0.382,26,88,0.295,58,94,0.617,85,209,50,33,18,96,106,2024-2025
273,South Carolina,5,5,0,1,44.94,17.94,2,0,1,0,403,268,200,160,353,0.453,31,96,0.323,52,82,0.634,94,238,81,49,31,65,63,2024-2025
274,South Carolina State,5,1,4,0.2,-30.51,-14.11,1,3,0,1,244,326,200,78,243,0.321,10,60,0.167,78,118,0.661,51,161,24,36,5,103,85,2024-2025
275,South Carolina Upstate,5,1,4,0.2,-31.12,-8.92,0,1,1,3,262,373,202,95,262,0.363,30,84,0.357,42,68,0.618,52,168,61,23,8,103,115,2024-2025
276,South Dakota,5,1,4,0.2,-16.26,-2.26,1,2,0,1,360,392,210,135,315,0.429,38,125,0.304,52,75,0.693,41,189,63,29,8,69,73,2024-2025
277,South Dakota State,4,3,1,0.75,25.19,18.94,2,1,1,0,291,266,160,110,230,0.478,25,63,0.397,46,70,0.657,38,153,60,17,14,55,60,2024-2025
278,South Florida,6,4,2,0.667,12.69,6.02,4,1,0,1,385,345,240,147,364,0.404,42,117,0.359,49,79,0.62,87,238,93,42,28,97,109,2024-2025
279,Southeast Missouri State,4,0,4,0,-27.1,2.9,0,0,0,4,233,353,160,91,255,0.357,16,66,0.242,35,59,0.593,35,123,44,37,9,96,104,2024-2025
280,Southeastern Louisiana,4,3,1,0.75,6.54,5.54,2,0,1,1,278,241,160,109,252,0.433,14,53,0.264,46,70,0.657,46,145,53,37,8,41,71,2024-2025
281,Southern,6,0,6,0,-7.39,17.94,0,0,0,6,301,453,240,109,350,0.311,34,124,0.274,49,75,0.653,55,170,59,46,15,85,121,2024-2025
282,Southern California,4,4,0,1,44.07,0.82,3,0,0,0,363,190,160,136,281,0.484,30,103,0.291,61,80,0.763,64,170,86,70,28,67,59,2024-2025
283,Southern Illinois,4,1,3,0.25,-12.53,3.23,0,2,1,1,231,294,160,83,232,0.358,17,58,0.293,48,63,0.762,46,140,40,31,13,87,68,2024-2025
284,SIU Edwardsville,4,1,3,0.25,-20.44,4.06,1,2,0,1,239,265,160,90,231,0.39,18,74,0.243,41,65,0.631,47,160,51,36,15,88,82,2024-2025
285,Southern Indiana,5,4,1,0.8,5.03,6.7,3,0,1,1,392,299,200,147,332,0.443,35,96,0.365,63,93,0.677,70,206,76,71,11,81,86,2024-2025
286,Southern Methodist,5,2,3,0.4,8.97,5.77,2,1,0,1,348,332,200,127,318,0.399,27,103,0.262,67,92,0.728,81,205,65,44,11,74,97,2024-2025
287,Southern Mississippi,4,2,2,0.5,0.53,6.03,2,0,0,2,281,246,160,107,254,0.421,18,65,0.277,49,80,0.613,71,192,65,38,12,72,74,2024-2025
288,Southern Utah,5,0,5,0,-18.17,6.23,0,2,0,3,275,397,200,106,282,0.376,31,114,0.272,32,44,0.727,49,161,64,24,9,87,86,2024-2025
289,St. Bonaventure,4,2,2,0.5,-18.25,-9.5,1,0,1,2,241,276,160,84,224,0.375,28,88,0.318,45,57,0.789,33,114,50,27,3,56,65,2024-2025
290,St. John's (NY),4,4,0,1,5.49,-14.76,1,0,3,0,276,195,160,100,210,0.476,23,61,0.377,53,67,0.791,33,114,51,41,4,48,52,2024-2025
291,St. Thomas,5,3,2,0.6,-8.5,-1.5,2,0,1,2,369,331,205,139,331,0.42,27,102,0.265,64,84,0.762,62,188,75,50,27,66,90,2024-2025
292,Stanford,5,4,1,0.8,27.91,3.11,4,0,0,1,425,301,200,153,320,0.478,52,109,0.477,67,84,0.798,56,186,78,44,20,46,89,2024-2025
293,Stephen F. Austin,4,4,0,1,6.99,-12.34,3,0,1,0,328,206,160,116,244,0.475,47,121,0.388,49,77,0.636,44,168,70,59,10,81,63,2024-2025
294,Stetson,5,3,2,0.6,-5.5,9.17,3,0,0,2,364,311,200,137,348,0.394,46,141,0.326,44,62,0.71,70,221,86,47,10,95,84,2024-2025
295,Stonehill,4,2,2,0.5,-23.09,-4.42,1,0,1,2,270,283,160,91,228,0.399,30,89,0.337,58,74,0.784,45,165,65,21,12,88,72,2024-2025
296,Stony Brook,4,3,1,0.75,-4.51,-5.51,2,0,1,1,231,227,160,81,223,0.363,14,67,0.209,55,85,0.647,48,158,23,27,12,64,52,2024-2025
297,Syracuse,5,2,3,0.4,3.02,0.02,2,3,0,0,398,383,200,151,306,0.493,34,81,0.42,62,86,0.721,72,178,84,51,25,85,78,2024-2025
298,Tarleton State,5,2,3,0.4,-6.7,1.7,2,0,0,3,259,301,200,98,263,0.373,25,89,0.281,38,57,0.667,57,183,46,39,17,106,88,2024-2025
299,TCU,4,4,0,1,34.58,-3.92,4,0,0,0,351,197,160,140,289,0.484,40,122,0.328,31,46,0.674,45,172,99,39,33,41,57,2024-2025
300,Temple,4,2,2,0.5,7.22,8.72,0,1,2,1,249,255,160,91,261,0.349,22,87,0.253,45,67,0.672,60,154,46,45,11,71,75,2024-2025
301,Tennessee,4,4,0,1,32.55,3.05,4,0,0,0,389,271,160,139,317,0.438,48,153,0.314,63,82,0.768,87,173,73,75,12,64,94,2024-2025
302,Tennessee State,5,2,3,0.4,-16.21,-7.71,1,0,1,3,322,346,200,119,316,0.377,26,103,0.252,58,96,0.604,66,206,48,54,18,92,113,2024-2025
303,Tennessee Tech,5,4,1,0.8,7.12,1.62,3,0,1,1,339,289,200,117,284,0.412,28,93,0.301,77,107,0.72,69,207,76,43,30,93,84,2024-2025
304,Tennessee-Martin,5,1,4,0.2,-7.42,7.98,1,3,0,1,318,395,200,109,288,0.378,28,96,0.292,72,101,0.713,49,146,51,53,20,88,105,2024-2025
305,Texas,4,4,0,1,38.37,-6.88,3,0,1,0,388,207,160,149,282,0.528,10,39,0.256,80,108,0.741,70,168,78,63,21,55,77,2024-2025
306,Texas A&M,5,3,2,0.6,14.82,5.62,3,1,0,1,334,288,200,120,276,0.435,22,77,0.286,72,106,0.679,62,200,68,40,34,84,87,2024-2025
307,Texas A&M-Corpus Christi,5,3,2,0.6,2.8,10.55,1,0,2,2,307,294,200,122,295,0.414,22,66,0.333,41,89,0.461,62,207,68,47,24,98,98,2024-2025
308,Texas Southern,3,0,3,0,-22.66,9.01,0,0,0,3,156,251,120,61,214,0.285,10,61,0.164,24,45,0.533,53,121,26,32,7,61,60,2024-2025
309,Texas State,4,2,2,0.5,-11.99,8.01,1,1,1,1,262,288,160,93,252,0.369,17,67,0.254,59,89,0.663,68,170,41,38,5,70,75,2024-2025
310,Texas Tech,5,5,0,1,12.02,-5.98,5,0,0,0,338,248,200,116,279,0.416,33,107,0.308,73,106,0.689,70,179,64,49,34,88,108,2024-2025
311,Texas-Rio Grande Valley,4,1,3,0.25,-0.35,5.15,0,0,1,3,242,264,160,87,216,0.403,38,103,0.369,30,47,0.638,32,125,52,19,7,72,66,2024-2025
312,Toledo,3,2,1,0.667,-4.46,5.87,2,0,0,1,204,235,120,69,185,0.373,17,74,0.23,49,68,0.721,45,113,31,23,11,46,58,2024-2025
313,Towson,5,0,5,0,-15.64,6.96,0,0,0,5,279,392,200,103,268,0.384,28,94,0.298,45,76,0.592,37,144,60,30,7,104,83,2024-2025
314,Troy,5,1,4,0.2,5.81,18.61,0,0,1,4,347,411,200,132,349,0.378,24,110,0.218,59,91,0.648,74,233,49,39,22,96,135,2024-2025
315,Tulane,4,1,3,0.25,15.24,14.49,1,1,0,2,278,275,161,100,247,0.405,29,89,0.326,49,85,0.576,59,161,57,35,18,88,84,2024-2025
316,Tulsa,3,1,2,0.333,-15.3,-11.96,1,1,0,1,180,190,120,58,181,0.32,20,81,0.247,44,70,0.629,47,117,22,31,7,53,65,2024-2025
317,UAB,4,3,1,0.75,-4.24,-11.24,2,0,1,1,300,248,160,113,263,0.43,35,106,0.33,39,66,0.591,56,188,61,24,22,62,60,2024-2025
318,UC Davis,5,2,3,0.4,10.46,11.96,2,1,0,2,361,310,205,125,283,0.442,42,119,0.353,69,103,0.67,48,180,77,59,28,96,100,2024-2025
319,UC Irvine,5,4,1,0.8,2.13,-4.07,3,1,1,0,307,276,200,101,268,0.377,36,89,0.404,69,90,0.767,50,167,66,43,14,76,83,2024-2025
320,UC Riverside,6,1,5,0.167,-11.78,-0.78,1,1,0,4,348,364,245,130,363,0.358,38,122,0.311,50,78,0.641,70,204,69,58,7,96,106,2024-2025
